year,iso_code,country,prices,units,value
2019,LAO,Lao PDR,constant,USD million,753.6504
2019,LBN,Lebanon,constant,USD million,4646.012
2019,LBR,Liberia,constant,USD million,12.7286
2019,LCA,St. Lucia,constant,USD million,43.4486
2019,LKA,Sri Lanka,constant,USD million,5419.8661
2019,LSO,Lesotho,constant,USD million,54.7464
2019,MAR,Morocco,constant,USD million,2935.5967
2019,MDA,Moldova,constant,USD million,95.9685
2019,MDG,Madagascar,constant,USD million,90.6478
2019,MDV,Maldives,constant,USD million,400.6455
2019,MEX,Mexico,constant,USD million,41459.2493
2019,MKD,North Macedonia,constant,USD million,296.8679
2019,MLI,Mali,constant,USD million,174.7108
2019,MMR,Myanmar,constant,USD million,733.9264
2019,MNE,Montenegro,constant,USD million,472.3412
2019,MNG,Mongolia,constant,USD million,478.6718
2019,MOZ,Mozambique,constant,USD million,735.0078
2019,MRT,Mauritania,constant,USD million,323.0868
2019,MUS,Mauritius,constant,USD million,180.9447
2019,MWI,Malawi,constant,USD million,75.5948
2019,NER,Niger,constant,USD million,121.5622
2019,NGA,Nigeria,constant,USD million,1579.2675
2019,NIC,Nicaragua,constant,USD million,304.3069
2019,NPL,Nepal,constant,USD million,219.9005
2019,PAK,Pakistan,constant,USD million,10068.8587
2019,PER,Peru,constant,USD million,2186.9393
2019,PHL,Philippines,constant,USD million,6861.763
2019,PNG,Papua New Guinea,constant,USD million,430.2553
2019,PRY,Paraguay,constant,USD million,575.9095
2019,RUS,Russian Federation,constant,USD million,34545.8904
2019,RWA,Rwanda,constant,USD million,94.2879
2019,SDN,Sudan,constant,USD million,345.2567
2019,SEN,Senegal,constant,USD million,766.7105
2019,SLB,Solomon Islands,constant,USD million,5.7202
2019,SLE,Sierra Leone,constant,USD million,62.7155
2019,SLV,El Salvador,constant,USD million,1786.5245
2019,SOM,Somalia,constant,USD million,0.0
2019,SRB,Serbia,constant,USD million,2884.085
2019,STP,Sao Tome and Principe,constant,USD million,6.0256
2019,SUR,Suriname,constant,USD million,238.7968
2019,SWZ,Eswatini,constant,USD million,52.0589
2019,SYR,Syrian Arab Republic,constant,USD million,0.0
2019,TCD,Chad,constant,USD million,133.3712
2019,TGO,Togo,constant,USD million,86.1197
2019,THA,Thailand,constant,USD million,1738.2704
2019,TJK,Tajikistan,constant,USD million,255.6546
2019,TKM,Turkmenistan,constant,USD million,1813.2502
2019,TLS,Timor-Leste,constant,USD million,5.5837
2019,TON,Tonga,constant,USD million,5.2027
2019,TUN,Tunisia,constant,USD million,2948.5963
2019,TUR,Turkiye,constant,USD million,24215.5285
2019,TZA,Tanzania,constant,USD million,1198.9561
2019,UGA,Uganda,constant,USD million,271.4785
2019,UKR,Ukraine,constant,USD million,3155.6559
2019,UZB,Uzbekistan,constant,USD million,1209.4817
2019,VCT,St. Vincent and the Grenadines,constant,USD million,34.2674
2019,VNM,Viet Nam,constant,USD million,4175.2443
2019,VUT,Vanuatu,constant,USD million,8.498
2019,WSM,Samoa,constant,USD million,27.6636
2019,XKX,Kosovo,constant,USD million,32.5857
2019,YEM,"Yemen, Rep.",constant,USD million,144.22
2019,ZAF,South Africa,constant,USD million,7085.9021
2019,ZMB,Zambia,constant,USD million,1117.2078
2019,ZWE,Zimbabwe,constant,USD million,55.2841
2020,AFG,Afghanistan,constant,USD million,30.7815
2020,AGO,Angola,constant,USD million,12740.1133
2020,ALB,Albania,constant,USD million,522.8972
2020,ARG,Argentina,constant,USD million,15425.8714
2020,ARM,Armenia,constant,USD million,454.2359
2020,AZE,Azerbaijan,constant,USD million,1635.1292
2020,BDI,Burundi,constant,USD million,14.7532
2020,BEN,Benin,constant,USD million,197.792
2020,BFA,Burkina Faso,constant,USD million,116.8353
2020,BGD,Bangladesh,constant,USD million,1721.2835
2020,BGR,Bulgaria,constant,USD million,427.9061
2020,BIH,Bosnia and Herzegovina,constant,USD million,414.1942
2020,BLR,Belarus,constant,USD million,3438.949
2020,BLZ,Belize,constant,USD million,72.114
2020,BOL,Bolivia,constant,USD million,780.7235
2020,BRA,Brazil,constant,USD million,36840.0977
2020,BTN,Bhutan,constant,USD million,46.2252
2020,BWA,Botswana,constant,USD million,167.4967
2020,CAF,Central African Republic,constant,USD million,3.4589
2020,CHN,China,constant,USD million,33415.8616
2020,CIV,Cote d'Ivoire,constant,USD million,1737.7886
2020,CMR,Cameroon,constant,USD million,877.9973
2020,COD,"Congo, Dem. Rep.",constant,USD million,206.8669
2020,COG,"Congo, Rep.",constant,USD million,546.7124
2020,COL,Colombia,constant,USD million,7807.1888
2020,COM,Comoros,constant,USD million,2.9761
2020,CPV,Cabo Verde,constant,USD million,54.284
2020,CRI,Costa Rica,constant,USD million,1602.3034
2020,DJI,Djibouti,constant,USD million,51.3197
2020,DMA,Dominica,constant,USD million,24.0281
2020,DOM,Dominican Republic,constant,USD million,4442.3934
2020,DZA,Algeria,constant,USD million,115.9262
2020,ECU,Ecuador,constant,USD million,4886.4878
2020,EGY,"Egypt, Arab Rep.",constant,USD million,13112.0297
2020,ERI,Eritrea,constant,USD million,0.0
2020,ETH,Ethiopia,constant,USD million,1906.9499
2020,FJI,Fiji,constant,USD million,249.4444
2020,GAB,Gabon,constant,USD million,1390.9219
2020,GEO,Georgia,constant,USD million,1011.4945
2020,GHA,Ghana,constant,USD million,2197.6057
2020,GIN,Guinea,constant,USD million,70.3608
2020,GMB,"Gambia, The",constant,USD million,27.9031
2020,GNB,Guinea-Bissau,constant,USD million,21.1461
2020,GRD,Grenada,constant,USD million,41.5689
2020,GTM,Guatemala,constant,USD million,948.6208
2020,GUY,Guyana,constant,USD million,101.6801
2020,HND,Honduras,constant,USD million,1046.0964
2020,HTI,Haiti,constant,USD million,10.044
2020,IDN,Indonesia,constant,USD million,27203.9376
2020,IND,India,constant,USD million,24629.8941
2020,IRN,"Iran, Islamic Rep.",constant,USD million,229.3919
2020,IRQ,Iraq,constant,USD million,2934.6936
2020,JAM,Jamaica,constant,USD million,1035.6887
2020,JOR,Jordan,constant,USD million,2175.8641
2020,KAZ,Kazakhstan,constant,USD million,2498.6199
2020,KEN,Kenya,constant,USD million,2056.1975
2020,KGZ,Kyrgyz Republic,constant,USD million,160.0367
2020,KHM,Cambodia,constant,USD million,331.1505
2020,LAO,Lao PDR,constant,USD million,631.1175
2020,LBN,Lebanon,constant,USD million,499.1505
2020,LBR,Liberia,constant,USD million,23.7341
2020,LCA,St. Lucia,constant,USD million,42.3027
2020,LKA,Sri Lanka,constant,USD million,4777.2941
2020,LSO,Lesotho,constant,USD million,56.4108
2020,MAR,Morocco,constant,USD million,4061.2912
2020,MDA,Moldova,constant,USD million,101.967
2020,MDG,Madagascar,constant,USD million,97.5484
2020,MDV,Maldives,constant,USD million,258.8139
2020,MEX,Mexico,constant,USD million,43772.2114
2020,MKD,North Macedonia,constant,USD million,635.1117
2020,MLI,Mali,constant,USD million,208.6884
2020,MMR,Myanmar,constant,USD million,520.4198
2020,MNE,Montenegro,constant,USD million,529.8464
2020,MNG,Mongolia,constant,USD million,1154.8039
2020,MOZ,Mozambique,constant,USD million,807.6893
2020,MRT,Mauritania,constant,USD million,227.8699
2020,MUS,Mauritius,constant,USD million,382.4606
2020,MWI,Malawi,constant,USD million,65.2738
2020,NER,Niger,constant,USD million,158.5796
2020,NGA,Nigeria,constant,USD million,1821.8571
2020,NIC,Nicaragua,constant,USD million,352.1889
2020,NPL,Nepal,constant,USD million,231.1151
2020,PAK,Pakistan,constant,USD million,9418.8944
2020,PER,Peru,constant,USD million,1138.1149
2020,PHL,Philippines,constant,USD million,5601.4792
2020,PNG,Papua New Guinea,constant,USD million,992.2135
2020,PRY,Paraguay,constant,USD million,656.2175
2020,RUS,Russian Federation,constant,USD million,57503.3278
2020,RWA,Rwanda,constant,USD million,120.3754
2020,SDN,Sudan,constant,USD million,256.4363
2020,SEN,Senegal,constant,USD million,752.4558
2020,SLB,Solomon Islands,constant,USD million,5.8987
2020,SLE,Sierra Leone,constant,USD million,62.6973
2020,SLV,El Salvador,constant,USD million,996.0878
2020,SOM,Somalia,constant,USD million,401.8039
2020,SRB,Serbia,constant,USD million,2285.3685
2020,STP,Sao Tome and Principe,constant,USD million,1.6186
2020,SUR,Suriname,constant,USD million,151.6771
2020,SWZ,Eswatini,constant,USD million,64.281
2020,SYR,Syrian Arab Republic,constant,USD million,0.0
2020,TCD,Chad,constant,USD million,186.5926
2020,TGO,Togo,constant,USD million,82.3338
2020,THA,Thailand,constant,USD million,5916.6911
2020,TJK,Tajikistan,constant,USD million,219.528
2020,TKM,Turkmenistan,constant,USD million,1739.4011
2020,TLS,Timor-Leste,constant,USD million,5.5932
2020,TON,Tonga,constant,USD million,5.9725
2020,TUN,Tunisia,constant,USD million,2541.1407
2020,TUR,Turkiye,constant,USD million,25686.5818
2020,TZA,Tanzania,constant,USD million,1224.4156
2020,UGA,Uganda,constant,USD million,305.8508
2020,UKR,Ukraine,constant,USD million,4303.4013
2020,UZB,Uzbekistan,constant,USD million,1482.3113
2020,VCT,St. Vincent and the Grenadines,constant,USD million,30.3324
2020,VNM,Viet Nam,constant,USD million,4732.9046
2020,VUT,Vanuatu,constant,USD million,11.98
2020,WSM,Samoa,constant,USD million,22.8489
2020,XKX,Kosovo,constant,USD million,35.0951
2020,YEM,"Yemen, Rep.",constant,USD million,146.2636
2020,ZAF,South Africa,constant,USD million,11108.1206
2020,ZMB,Zambia,constant,USD million,942.5676
2020,ZWE,Zimbabwe,constant,USD million,30.4589
2021,AFG,Afghanistan,constant,USD million,24.8442
2021,AGO,Angola,constant,USD million,12555.3216
2021,ALB,Albania,constant,USD million,358.1182
2021,ARG,Argentina,constant,USD million,7280.6347
2021,ARM,Armenia,constant,USD million,355.6063
2021,AZE,Azerbaijan,constant,USD million,1787.4775
2021,BDI,Burundi,constant,USD million,18.5164
2021,BEN,Benin,constant,USD million,649.6337
2021,BFA,Burkina Faso,constant,USD million,118.3942
2021,BGD,Bangladesh,constant,USD million,2281.2444
2021,BGR,Bulgaria,constant,USD million,405.2535
2021,BIH,Bosnia and Herzegovina,constant,USD million,393.1914
2021,BLR,Belarus,constant,USD million,2452.3803
2021,BLZ,Belize,constant,USD million,583.6919
2021,BOL,Bolivia,constant,USD million,732.7427
2021,BRA,Brazil,constant,USD million,31866.0885
2021,BTN,Bhutan,constant,USD million,109.5079
2021,BWA,Botswana,constant,USD million,131.5137
2021,CAF,Central African Republic,constant,USD million,5.2697
2021,CHN,China,constant,USD million,45164.0004
2021,CIV,Cote d'Ivoire,constant,USD million,1124.5287
2021,CMR,Cameroon,constant,USD million,687.4387
2021,COD,"Congo, Dem. Rep.",constant,USD million,263.6513
2021,COG,"Congo, Rep.",constant,USD million,287.679
2021,COL,Colombia,constant,USD million,13852.7951
2021,COM,Comoros,constant,USD million,1.3894
2021,CPV,Cabo Verde,constant,USD million,48.2237
2021,CRI,Costa Rica,constant,USD million,1526.6793
2021,DJI,Djibouti,constant,USD million,45.9363
2021,DMA,Dominica,constant,USD million,15.4784
2021,DOM,Dominican Republic,constant,USD million,2197.1065
2021,DZA,Algeria,constant,USD million,131.3083
2021,ECU,Ecuador,constant,USD million,2986.6341
2021,EGY,"Egypt, Arab Rep.",constant,USD million,17828.1728
2021,ERI,Eritrea,constant,USD million,0.0
2021,ETH,Ethiopia,constant,USD million,2014.9641
2021,FJI,Fiji,constant,USD million,22.962
2021,GAB,Gabon,constant,USD million,851.9309
2021,GEO,Georgia,constant,USD million,1200.8711
2021,GHA,Ghana,constant,USD million,2443.6698
2021,GIN,Guinea,constant,USD million,92.5906
2021,GMB,"Gambia, The",constant,USD million,28.7435
2021,GNB,Guinea-Bissau,constant,USD million,37.8721
2021,GRD,Grenada,constant,USD million,41.732
2021,GTM,Guatemala,constant,USD million,775.612
2021,GUY,Guyana,constant,USD million,90.5826
2021,HND,Honduras,constant,USD million,478.3192
2021,HTI,Haiti,constant,USD million,10.4163
2021,IDN,Indonesia,constant,USD million,34052.8968
2021,IND,India,constant,USD million,14224.036
2021,IRN,"Iran, Islamic Rep.",constant,USD million,153.8278
2021,IRQ,Iraq,constant,USD million,3023.5052
2021,JAM,Jamaica,constant,USD million,995.6532
2021,JOR,Jordan,constant,USD million,2431.7462
2021,KAZ,Kazakhstan,constant,USD million,1493.7383
2021,KEN,Kenya,constant,USD million,1718.8663
2021,KGZ,Kyrgyz Republic,constant,USD million,131.3635
2021,KHM,Cambodia,constant,USD million,358.5883
2021,LAO,Lao PDR,constant,USD million,668.5651
2021,LBN,Lebanon,constant,USD million,379.6179
2021,LBR,Liberia,constant,USD million,17.7286
2021,LCA,St. Lucia,constant,USD million,39.9487
2021,LKA,Sri Lanka,constant,USD million,4489.4607
2021,LSO,Lesotho,constant,USD million,245.3463
2021,MAR,Morocco,constant,USD million,3948.7295
2021,MDA,Moldova,constant,USD million,111.098
2021,MDG,Madagascar,constant,USD million,114.5554
2021,MDV,Maldives,constant,USD million,692.0323
2021,MEX,Mexico,constant,USD million,48974.7267
2021,MKD,North Macedonia,constant,USD million,762.671
2021,MLI,Mali,constant,USD million,222.5231
2021,MMR,Myanmar,constant,USD million,819.0366
2021,MNE,Montenegro,constant,USD million,542.0406
2021,MNG,Mongolia,constant,USD million,1159.2145
2021,MOZ,Mozambique,constant,USD million,637.904
2021,MRT,Mauritania,constant,USD million,310.4491
2021,MUS,Mauritius,constant,USD million,195.402
2021,MWI,Malawi,constant,USD million,72.8956
2021,NER,Niger,constant,USD million,165.6067
2021,NGA,Nigeria,constant,USD million,3103.7956
2021,NIC,Nicaragua,constant,USD million,370.3259
2021,NPL,Nepal,constant,USD million,234.4899
2021,PAK,Pakistan,constant,USD million,10450.799
2021,PER,Peru,constant,USD million,1464.0877
2021,PHL,Philippines,constant,USD million,7458.9769
2021,PNG,Papua New Guinea,constant,USD million,586.1883
2021,PRY,Paraguay,constant,USD million,963.8687
2021,RUS,Russian Federation,constant,USD million,27750.7294
2021,RWA,Rwanda,constant,USD million,500.0008
2021,SDN,Sudan,constant,USD million,3044.8792
2021,SEN,Senegal,constant,USD million,1276.4652
2021,SLB,Solomon Islands,constant,USD million,6.4329
2021,SLE,Sierra Leone,constant,USD million,65.5328
2021,SLV,El Salvador,constant,USD million,1014.638
2021,SOM,Somalia,constant,USD million,13.436
2021,SRB,Serbia,constant,USD million,1642.2251
2021,STP,Sao Tome and Principe,constant,USD million,1.554
2021,SUR,Suriname,constant,USD million,126.7814
2021,SWZ,Eswatini,constant,USD million,62.7552
2021,SYR,Syrian Arab Republic,constant,USD million,0.0
2021,TCD,Chad,constant,USD million,289.7223
2021,TGO,Togo,constant,USD million,97.2162
2021,THA,Thailand,constant,USD million,1339.2
2021,TJK,Tajikistan,constant,USD million,293.9325
2021,TKM,Turkmenistan,constant,USD million,1166.6563
2021,TLS,Timor-Leste,constant,USD million,4.0466
2021,TON,Tonga,constant,USD million,4.8406
2021,TUN,Tunisia,constant,USD million,3501.2401
2021,TUR,Turkiye,constant,USD million,30487.4017
2021,TZA,Tanzania,constant,USD million,1536.2381
2021,UGA,Uganda,constant,USD million,552.4266
2021,UKR,Ukraine,constant,USD million,2569.6926
2021,UZB,Uzbekistan,constant,USD million,1823.7708
2021,VCT,St. Vincent and the Grenadines,constant,USD million,28.6471
2021,VNM,Viet Nam,constant,USD million,4005.6331
2021,VUT,Vanuatu,constant,USD million,15.1334
2021,WSM,Samoa,constant,USD million,13.9016
2021,XKX,Kosovo,constant,USD million,37.0658
2021,YEM,"Yemen, Rep.",constant,USD million,160.284
2021,ZAF,South Africa,constant,USD million,9548.2012
2021,ZMB,Zambia,constant,USD million,450.676
2021,ZWE,Zimbabwe,constant,USD million,63.4709
2022,AFG,Afghanistan,constant,USD million,14.3735
2022,AGO,Angola,constant,USD million,7711.0399
2022,ALB,Albania,constant,USD million,308.4206
2022,ARG,Argentina,constant,USD million,8196.5182
2022,ARM,Armenia,constant,USD million,304.7472
2022,AZE,Azerbaijan,constant,USD million,1018.9504
2022,BDI,Burundi,constant,USD million,22.0731
2022,BEN,Benin,constant,USD million,438.0607
2022,BFA,Burkina Faso,constant,USD million,161.0432
2022,BGD,Bangladesh,constant,USD million,2705.3433
2022,BGR,Bulgaria,constant,USD million,1321.4314
2022,BIH,Bosnia and Herzegovina,constant,USD million,358.6059
2022,BLR,Belarus,constant,USD million,2794.4195
2022,BLZ,Belize,constant,USD million,63.5095
2022,BOL,Bolivia,constant,USD million,1575.4696
2022,BRA,Brazil,constant,USD million,30099.518
2022,BTN,Bhutan,constant,USD million,104.5084
2022,BWA,Botswana,constant,USD million,136.8672
2022,CAF,Central African Republic,constant,USD million,5.9171
2022,CHN,China,constant,USD million,66961.2766
2022,CIV,Cote d'Ivoire,constant,USD million,1552.4848
2022,CMR,Cameroon,constant,USD million,1505.2674
2022,COD,"Congo, Dem. Rep.",constant,USD million,524.5648
2022,COG,"Congo, Rep.",constant,USD million,601.0077
2022,COL,Colombia,constant,USD million,9035.0971
2022,COM,Comoros,constant,USD million,1.5507
2022,CPV,Cabo Verde,constant,USD million,89.5623
2022,CRI,Costa Rica,constant,USD million,1162.9925
2022,DJI,Djibouti,constant,USD million,46.3907
2022,DMA,Dominica,constant,USD million,24.1677
2022,DOM,Dominican Republic,constant,USD million,2725.2399
2022,DZA,Algeria,constant,USD million,114.8586
2022,ECU,Ecuador,constant,USD million,2947.4217
2022,EGY,"Egypt, Arab Rep.",constant,USD million,14885.6026
2022,ERI,Eritrea,constant,USD million,0.0
2022,ETH,Ethiopia,constant,USD million,1770.7917
2022,FJI,Fiji,constant,USD million,102.6704
2022,GAB,Gabon,constant,USD million,370.0902
2022,GEO,Georgia,constant,USD million,422.3933
2022,GHA,Ghana,constant,USD million,1831.3136
2022,GIN,Guinea,constant,USD million,136.902
2022,GMB,"Gambia, The",constant,USD million,26.645
2022,GNB,Guinea-Bissau,constant,USD million,55.5818
2022,GRD,Grenada,constant,USD million,41.3225
2022,GTM,Guatemala,constant,USD million,1312.7825
2022,GUY,Guyana,constant,USD million,81.696
2022,HND,Honduras,constant,USD million,571.0091
2022,HTI,Haiti,constant,USD million,22.0113
2022,IDN,Indonesia,constant,USD million,30323.8127
2022,IND,India,constant,USD million,15599.5723
2022,IRN,"Iran, Islamic Rep.",constant,USD million,82.9927
2022,IRQ,Iraq,constant,USD million,3470.952
2022,JAM,Jamaica,constant,USD million,940.1616
2022,JOR,Jordan,constant,USD million,3261.1749
2022,KAZ,Kazakhstan,constant,USD million,2885.1647
2022,KEN,Kenya,constant,USD million,2477.33
2022,KGZ,Kyrgyz Republic,constant,USD million,171.8292
2022,KHM,Cambodia,constant,USD million,414.6399
2022,LAO,Lao PDR,constant,USD million,530.9862
2022,LBN,Lebanon,constant,USD million,205.0229
2022,LBR,Liberia,constant,USD million,25.7286
2022,LCA,St. Lucia,constant,USD million,41.5633
2022,LKA,Sri Lanka,constant,USD million,2380.1625
2022,LSO,Lesotho,constant,USD million,247.7076
2022,MAR,Morocco,constant,USD million,4471.2929
2022,MDA,Moldova,constant,USD million,83.8557
2022,MDG,Madagascar,constant,USD million,119.8897
2022,MDV,Maldives,constant,USD million,555.4515
2022,MEX,Mexico,constant,USD million,21536.0188
2022,MKD,North Macedonia,constant,USD million,285.7537
2022,MLI,Mali,constant,USD million,259.5957
2022,MMR,Myanmar,constant,USD million,991.0206
2022,MNE,Montenegro,constant,USD million,313.4967
2022,MNG,Mongolia,constant,USD million,1175.0187
2022,MOZ,Mozambique,constant,USD million,707.0554
2022,MRT,Mauritania,constant,USD million,255.444
2022,MUS,Mauritius,constant,USD million,190.7342
2022,MWI,Malawi,constant,USD million,90.87
2022,NER,Niger,constant,USD million,235.8118
2022,NGA,Nigeria,constant,USD million,3266.6483
2022,NIC,Nicaragua,constant,USD million,402.6082
2022,NPL,Nepal,constant,USD million,250.5771
2022,PAK,Pakistan,constant,USD million,14596.5438
2022,PER,Peru,constant,USD million,2089.249
2022,PHL,Philippines,constant,USD million,5553.9868
2022,PNG,Papua New Guinea,constant,USD million,292.2242
2022,PRY,Paraguay,constant,USD million,1005.2572
2022,RUS,Russian Federation,constant,USD million,29628.6621
2022,RWA,Rwanda,constant,USD million,161.8489
2022,SDN,Sudan,constant,USD million,308.4042
2022,SEN,Senegal,constant,USD million,927.6837
2022,SLB,Solomon Islands,constant,USD million,5.8869
2022,SLE,Sierra Leone,constant,USD million,81.9094
2022,SLV,El Salvador,constant,USD million,1553.0905
2022,SOM,Somalia,constant,USD million,12.0085
2022,SRB,Serbia,constant,USD million,1190.0002
2022,STP,Sao Tome and Principe,constant,USD million,4.1025
2022,SUR,Suriname,constant,USD million,105.2924
2022,SWZ,Eswatini,constant,USD million,53.7296
2022,SYR,Syrian Arab Republic,constant,USD million,0.0
2022,TCD,Chad,constant,USD million,201.1194
2022,TGO,Togo,constant,USD million,172.8583
2022,THA,Thailand,constant,USD million,1457.6939
2022,TJK,Tajikistan,constant,USD million,326.0428
2022,TKM,Turkmenistan,constant,USD million,651.3664
2022,TLS,Timor-Leste,constant,USD million,7.1792
2022,TON,Tonga,constant,USD million,10.0243
2022,TUN,Tunisia,constant,USD million,2952.3863
2022,TUR,Turkiye,constant,USD million,28203.2762
2022,TZA,Tanzania,constant,USD million,1480.1281
2022,UGA,Uganda,constant,USD million,590.3849
2022,UKR,Ukraine,constant,USD million,1074.2445
2022,UZB,Uzbekistan,constant,USD million,1901.5442
2022,VCT,St. Vincent and the Grenadines,constant,USD million,32.9169
2022,VNM,Viet Nam,constant,USD million,3835.6608
2022,VUT,Vanuatu,constant,USD million,16.4596
2022,WSM,Samoa,constant,USD million,32.5635
2022,XKX,Kosovo,constant,USD million,42.7691
2022,YEM,"Yemen, Rep.",constant,USD million,128.8681
2022,ZAF,South Africa,constant,USD million,11837.7363
2022,ZMB,Zambia,constant,USD million,391.3228
2022,ZWE,Zimbabwe,constant,USD million,22.7402
2023,AFG,Afghanistan,constant,USD million,0.0
2023,AGO,Angola,constant,USD million,14038.1557
2023,ALB,Albania,constant,USD million,388.0116
2023,ARG,Argentina,constant,USD million,31591.9328
2023,ARM,Armenia,constant,USD million,347.5258
2023,AZE,Azerbaijan,constant,USD million,1252.4622
2023,BDI,Burundi,constant,USD million,35.5704
2023,BEN,Benin,constant,USD million,614.5858
2023,BFA,Burkina Faso,constant,USD million,291.8631
2023,BGD,Bangladesh,constant,USD million,4296.4942
2023,BGR,Bulgaria,constant,USD million,1171.4311
2023,BIH,Bosnia and Herzegovina,constant,USD million,637.0039
2023,BLR,Belarus,constant,USD million,3860.7473
2023,BLZ,Belize,constant,USD million,130.2273
2023,BOL,Bolivia,constant,USD million,1154.1713
2023,BRA,Brazil,constant,USD million,17783.5191
2023,BTN,Bhutan,constant,USD million,212.7731
2023,BWA,Botswana,constant,USD million,209.223
2023,CAF,Central African Republic,constant,USD million,17.8532
2023,CHN,China,constant,USD million,55717.7892
2023,CIV,Cote d'Ivoire,constant,USD million,2257.839
2023,CMR,Cameroon,constant,USD million,1552.929
2023,COD,"Congo, Dem. Rep.",constant,USD million,693.6308
2023,COG,"Congo, Rep.",constant,USD million,704.4946
2023,COL,Colombia,constant,USD million,10527.1873
2023,COM,Comoros,constant,USD million,24.9712
2023,CPV,Cabo Verde,constant,USD million,127.0192
2023,CRI,Costa Rica,constant,USD million,2056.3486
2023,DJI,Djibouti,constant,USD million,253.0982
2023,DMA,Dominica,constant,USD million,27.353
2023,DOM,Dominican Republic,constant,USD million,2317.1648
2023,DZA,Algeria,constant,USD million,85.791
2023,ECU,Ecuador,constant,USD million,3422.8518
2023,EGY,"Egypt, Arab Rep.",constant,USD million,19408.2726
2023,ERI,Eritrea,constant,USD million,0.0
2023,ETH,Ethiopia,constant,USD million,2156.0025
2023,FJI,Fiji,constant,USD million,142.6202
2023,GAB,Gabon,constant,USD million,546.2278
2023,GEO,Georgia,constant,USD million,437.4916
2023,GHA,Ghana,constant,USD million,2734.8379
2023,GIN,Guinea,constant,USD million,294.1071
2023,GMB,"Gambia, The",constant,USD million,83.824
2023,GNB,Guinea-Bissau,constant,USD million,51.1064
2023,GRD,Grenada,constant,USD million,48.0949
2023,GTM,Guatemala,constant,USD million,731.8582
2023,GUY,Guyana,constant,USD million,132.9118
2023,HND,Honduras,constant,USD million,557.8044
2023,HTI,Haiti,constant,USD million,104.7131
2023,IDN,Indonesia,constant,USD million,20204.3919
2023,IND,India,constant,USD million,26293.7763
2023,IRN,"Iran, Islamic Rep.",constant,USD million,57.9593
2023,IRQ,Iraq,constant,USD million,3516.8565
2023,JAM,Jamaica,constant,USD million,721.1174
2023,JOR,Jordan,constant,USD million,2063.8079
2023,KAZ,Kazakhstan,constant,USD million,2263.7947
2023,KEN,Kenya,constant,USD million,3323.4115
2023,KGZ,Kyrgyz Republic,constant,USD million,207.3566
2023,KHM,Cambodia,constant,USD million,566.107
2023,LAO,Lao PDR,constant,USD million,2101.0466
2023,LBN,Lebanon,constant,USD million,0.0
2023,LBR,Liberia,constant,USD million,46.4913
2023,LCA,St. Lucia,constant,USD million,33.8229
2023,LKA,Sri Lanka,constant,USD million,0.0
2023,LSO,Lesotho,constant,USD million,80.0898
2023,MAR,Morocco,constant,USD million,3569.8997
2023,MDA,Moldova,constant,USD million,149.2898
2023,MDG,Madagascar,constant,USD million,180.2833
2023,MDV,Maldives,constant,USD million,437.1482
2023,MEX,Mexico,constant,USD million,23469.6489
2023,MKD,North Macedonia,constant,USD million,879.9222
2023,MLI,Mali,constant,USD million,332.8745
2023,MMR,Myanmar,constant,USD million,1197.5138
2023,MNE,Montenegro,constant,USD million,223.7409
2023,MNG,Mongolia,constant,USD million,1007.6753
2023,MOZ,Mozambique,constant,USD million,801.128
2023,MRT,Mauritania,constant,USD million,431.0321
2023,MUS,Mauritius,constant,USD million,1079.8319
2023,MWI,Malawi,constant,USD million,110.3928
2023,NER,Niger,constant,USD million,287.2123
2023,NGA,Nigeria,constant,USD million,5965.0313
2023,NIC,Nicaragua,constant,USD million,568.3008
2023,NPL,Nepal,constant,USD million,335.789
2023,PAK,Pakistan,constant,USD million,15671.6733
2023,PER,Peru,constant,USD million,2197.1149
2023,PHL,Philippines,constant,USD million,5062.2619
2023,PNG,Papua New Guinea,constant,USD million,474.4578
2023,PRY,Paraguay,constant,USD million,1399.2821
2023,RUS,Russian Federation,constant,USD million,17782.4598
2023,RWA,Rwanda,constant,USD million,267.6645
2023,SDN,Sudan,constant,USD million,893.6811
2023,SEN,Senegal,constant,USD million,1220.6057
2023,SLB,Solomon Islands,constant,USD million,6.8285
2023,SLE,Sierra Leone,constant,USD million,95.7798
2023,SLV,El Salvador,constant,USD million,1481.6898
2023,SOM,Somalia,constant,USD million,38.1232
2023,SRB,Serbia,constant,USD million,1062.3396
2023,STP,Sao Tome and Principe,constant,USD million,4.9335
2023,SUR,Suriname,constant,USD million,357.281
2023,SWZ,Eswatini,constant,USD million,80.0598
2023,SYR,Syrian Arab Republic,constant,USD million,0.0
2023,TCD,Chad,constant,USD million,363.812
2023,TGO,Togo,constant,USD million,183.1028
2023,THA,Thailand,constant,USD million,2462.8104
2023,TJK,Tajikistan,constant,USD million,325.4962
2023,TKM,Turkmenistan,constant,USD million,702.0125
2023,TLS,Timor-Leste,constant,USD million,20.7707
2023,TON,Tonga,constant,USD million,18.4788
2023,TUN,Tunisia,constant,USD million,2998.0642
2023,TUR,Turkiye,constant,USD million,27277.9583
2023,TZA,Tanzania,constant,USD million,1618.4162
2023,UGA,Uganda,constant,USD million,878.4432
2023,UKR,Ukraine,constant,USD million,2382.7988
2023,UZB,Uzbekistan,constant,USD million,3388.8726
2023,VCT,St. Vincent and the Grenadines,constant,USD million,42.1338
2023,VNM,Viet Nam,constant,USD million,4944.3595
2023,VUT,Vanuatu,constant,USD million,16.4336
