year,iso_code,country,prices,units,value
2016,ZMB,Zambia,constant,USD million,576.192
2016,ZWE,Zimbabwe,constant,USD million,151.6288
2017,AFG,Afghanistan,constant,USD million,34.0822
2017,AGO,Angola,constant,USD million,7518.1475
2017,ALB,Albania,constant,USD million,285.5776
2017,ARG,Argentina,constant,USD million,30393.6117
2017,ARM,Armenia,constant,USD million,227.2708
2017,AZE,Azerbaijan,constant,USD million,1980.7709
2017,BDI,Burundi,constant,USD million,10.4078
2017,BEN,Benin,constant,USD million,84.9887
2017,BFA,Burkina Faso,constant,USD million,109.4197
2017,BGD,Bangladesh,constant,USD million,1350.9053
2017,BGR,Bulgaria,constant,USD million,1503.9537
2017,BIH,Bosnia and Herzegovina,constant,USD million,350.2323
2017,BLR,Belarus,constant,USD million,2621.4978
2017,BLZ,Belize,constant,USD million,81.7404
2017,BOL,Bolivia,constant,USD million,555.0151
2017,BRA,Brazil,constant,USD million,25573.0967
2017,BTN,Bhutan,constant,USD million,74.7482
2017,BWA,Botswana,constant,USD million,162.4212
2017,CAF,Central African Republic,constant,USD million,16.5184
2017,CHN,China,constant,USD million,19460.9937
2017,CIV,Cote d'Ivoire,constant,USD million,1754.6246
2017,CMR,Cameroon,constant,USD million,400.7774
2017,COD,"Congo, Dem. Rep.",constant,USD million,264.072
2017,COG,"Congo, Rep.",constant,USD million,366.117
2017,COL,Colombia,constant,USD million,9911.53
2017,COM,Comoros,constant,USD million,1.8861
2017,CPV,Cabo Verde,constant,USD million,49.2242
2017,CRI,Costa Rica,constant,USD million,1136.4652
2017,DJI,Djibouti,constant,USD million,60.2108
2017,DMA,Dominica,constant,USD million,27.3175
2017,DOM,Dominican Republic,constant,USD million,1513.3488
2017,DZA,Algeria,constant,USD million,173.0245
2017,ECU,Ecuador,constant,USD million,4560.8545
2017,EGY,"Egypt, Arab Rep.",constant,USD million,9483.9101
2017,ERI,Eritrea,constant,USD million,27.5433
2017,ETH,Ethiopia,constant,USD million,1382.891
2017,FJI,Fiji,constant,USD million,53.571
2017,GAB,Gabon,constant,USD million,610.8117
2017,GEO,Georgia,constant,USD million,612.4925
2017,GHA,Ghana,constant,USD million,1631.8432
2017,GIN,Guinea,constant,USD million,82.6202
2017,GMB,"Gambia, The",constant,USD million,31.4319
2017,GNB,Guinea-Bissau,constant,USD million,11.1859
2017,GRD,Grenada,constant,USD million,52.5476
2017,GTM,Guatemala,constant,USD million,765.6025
2017,GUY,Guyana,constant,USD million,56.0446
2017,HND,Honduras,constant,USD million,417.4029
2017,HTI,Haiti,constant,USD million,10.708
2017,IDN,Indonesia,constant,USD million,17161.2963
2017,IND,India,constant,USD million,12963.6353
2017,IRN,"Iran, Islamic Rep.",constant,USD million,384.0797
2017,IRQ,Iraq,constant,USD million,1430.9911
2017,JAM,Jamaica,constant,USD million,1216.938
2017,JOR,Jordan,constant,USD million,910.5741
2017,KAZ,Kazakhstan,constant,USD million,2216.9746
2017,KEN,Kenya,constant,USD million,1090.4306
2017,KGZ,Kyrgyz Republic,constant,USD million,125.4802
2017,KHM,Cambodia,constant,USD million,203.9167
2017,LAO,Lao PDR,constant,USD million,458.6068
2017,LBN,Lebanon,constant,USD million,4622.8708
2017,LBR,Liberia,constant,USD million,8.7609
2017,LCA,St. Lucia,constant,USD million,41.1454
2017,LKA,Sri Lanka,constant,USD million,3485.1804
2017,LSO,Lesotho,constant,USD million,44.4304
2017,MAR,Morocco,constant,USD million,3266.8252
2017,MDA,Moldova,constant,USD million,61.3914
2017,MDG,Madagascar,constant,USD million,106.3473
2017,MDV,Maldives,constant,USD million,115.6501
2017,MEX,Mexico,constant,USD million,38398.0747
2017,MKD,North Macedonia,constant,USD million,345.6321
2017,MLI,Mali,constant,USD million,137.8004
2017,MMR,Myanmar,constant,USD million,718.9366
2017,MNE,Montenegro,constant,USD million,263.7685
2017,MNG,Mongolia,constant,USD million,309.556
2017,MOZ,Mozambique,constant,USD million,480.8394
2017,MRT,Mauritania,constant,USD million,296.2301
2017,MUS,Mauritius,constant,USD million,258.9364
2017,MWI,Malawi,constant,USD million,51.7523
2017,NER,Niger,constant,USD million,120.651
2017,NGA,Nigeria,constant,USD million,447.0946
2017,NIC,Nicaragua,constant,USD million,201.8102
2017,NPL,Nepal,constant,USD million,191.7526
2017,PAK,Pakistan,constant,USD million,5729.6569
2017,PER,Peru,constant,USD million,4476.0401
2017,PHL,Philippines,constant,USD million,5627.1071
2017,PNG,Papua New Guinea,constant,USD million,140.1184
2017,PRY,Paraguay,constant,USD million,425.9436
2017,RUS,Russian Federation,constant,USD million,23805.1761
2017,RWA,Rwanda,constant,USD million,74.5912
2017,SDN,Sudan,constant,USD million,326.2414
2017,SEN,Senegal,constant,USD million,425.3958
2017,SLB,Solomon Islands,constant,USD million,6.0343
2017,SLE,Sierra Leone,constant,USD million,45.962
2017,SLV,El Salvador,constant,USD million,965.8242
2017,SOM,Somalia,constant,USD million,0.0
2017,SRB,Serbia,constant,USD million,2624.7307
2017,STP,Sao Tome and Principe,constant,USD million,2.8817
2017,SUR,Suriname,constant,USD million,182.4438
2017,SWZ,Eswatini,constant,USD million,43.4483
2017,SYR,Syrian Arab Republic,constant,USD million,0.0
2017,TCD,Chad,constant,USD million,165.7555
2017,TGO,Togo,constant,USD million,73.979
2017,THA,Thailand,constant,USD million,756.3825
2017,TJK,Tajikistan,constant,USD million,179.0622
2017,TKM,Turkmenistan,constant,USD million,1697.2839
2017,TLS,Timor-Leste,constant,USD million,1.712
2017,TON,Tonga,constant,USD million,5.8332
2017,TUN,Tunisia,constant,USD million,2506.8299
2017,TUR,Turkiye,constant,USD million,18701.6311
2017,TZA,Tanzania,constant,USD million,712.8754
2017,UGA,Uganda,constant,USD million,181.0508
2017,UKR,Ukraine,constant,USD million,4289.671
2017,UZB,Uzbekistan,constant,USD million,700.2547
2017,VCT,St. Vincent and the Grenadines,constant,USD million,32.121
2017,VNM,Viet Nam,constant,USD million,3595.4277
2017,VUT,Vanuatu,constant,USD million,8.0308
2017,WSM,Samoa,constant,USD million,24.479
2017,XKX,Kosovo,constant,USD million,29.5642
2017,YEM,"Yemen, Rep.",constant,USD million,107.3191
2017,ZAF,South Africa,constant,USD million,5122.1523
2017,ZMB,Zambia,constant,USD million,510.3741
2017,ZWE,Zimbabwe,constant,USD million,135.9392
2018,AFG,Afghanistan,constant,USD million,37.9275
2018,AGO,Angola,constant,USD million,10174.1864
2018,ALB,Albania,constant,USD million,564.3206
2018,ARG,Argentina,constant,USD million,32169.134
2018,ARM,Armenia,constant,USD million,288.0396
2018,AZE,Azerbaijan,constant,USD million,2328.3848
2018,BDI,Burundi,constant,USD million,12.7034
2018,BEN,Benin,constant,USD million,195.1984
2018,BFA,Burkina Faso,constant,USD million,102.7891
2018,BGD,Bangladesh,constant,USD million,1521.9996
2018,BGR,Bulgaria,constant,USD million,473.2242
2018,BIH,Bosnia and Herzegovina,constant,USD million,369.6665
2018,BLR,Belarus,constant,USD million,4331.9307
2018,BLZ,Belize,constant,USD million,81.2772
2018,BOL,Bolivia,constant,USD million,626.1737
2018,BRA,Brazil,constant,USD million,31952.6084
2018,BTN,Bhutan,constant,USD million,80.122
2018,BWA,Botswana,constant,USD million,161.8345
2018,CAF,Central African Republic,constant,USD million,10.4329
2018,CHN,China,constant,USD million,20985.5462
2018,CIV,Cote d'Ivoire,constant,USD million,1047.4755
2018,CMR,Cameroon,constant,USD million,547.6266
2018,COD,"Congo, Dem. Rep.",constant,USD million,207.5946
2018,COG,"Congo, Rep.",constant,USD million,329.387
2018,COL,Colombia,constant,USD million,9634.7824
2018,COM,Comoros,constant,USD million,2.6477
2018,CPV,Cabo Verde,constant,USD million,53.3207
2018,CRI,Costa Rica,constant,USD million,1595.4214
2018,DJI,Djibouti,constant,USD million,58.5405
2018,DMA,Dominica,constant,USD million,31.111
2018,DOM,Dominican Republic,constant,USD million,1709.5492
2018,DZA,Algeria,constant,USD million,152.0962
2018,ECU,Ecuador,constant,USD million,5232.5182
2018,EGY,"Egypt, Arab Rep.",constant,USD million,12038.8705
2018,ERI,Eritrea,constant,USD million,30.7283
2018,ETH,Ethiopia,constant,USD million,1587.4837
2018,FJI,Fiji,constant,USD million,61.5641
2018,GAB,Gabon,constant,USD million,629.0846
2018,GEO,Georgia,constant,USD million,457.9187
2018,GHA,Ghana,constant,USD million,2096.6726
2018,GIN,Guinea,constant,USD million,106.6443
2018,GMB,"Gambia, The",constant,USD million,35.8145
2018,GNB,Guinea-Bissau,constant,USD million,12.9825
2018,GRD,Grenada,constant,USD million,48.9793
2018,GTM,Guatemala,constant,USD million,565.4886
2018,GUY,Guyana,constant,USD million,77.415
2018,HND,Honduras,constant,USD million,516.1213
2018,HTI,Haiti,constant,USD million,8.0681
2018,IDN,Indonesia,constant,USD million,16796.9242
2018,IND,India,constant,USD million,22634.94
2018,IRN,"Iran, Islamic Rep.",constant,USD million,209.2056
2018,IRQ,Iraq,constant,USD million,1600.7894
2018,JAM,Jamaica,constant,USD million,985.3809
2018,JOR,Jordan,constant,USD million,1037.9029
2018,KAZ,Kazakhstan,constant,USD million,1675.9402
2018,KEN,Kenya,constant,USD million,2017.0205
2018,KGZ,Kyrgyz Republic,constant,USD million,141.8854
2018,KHM,Cambodia,constant,USD million,246.0939
2018,LAO,Lao PDR,constant,USD million,618.122
2018,LBN,Lebanon,constant,USD million,4333.5971
2018,LBR,Liberia,constant,USD million,11.8457
2018,LCA,St. Lucia,constant,USD million,42.6092
2018,LKA,Sri Lanka,constant,USD million,4571.9715
2018,LSO,Lesotho,constant,USD million,51.2341
2018,MAR,Morocco,constant,USD million,2897.0239
2018,MDA,Moldova,constant,USD million,86.5143
2018,MDG,Madagascar,constant,USD million,92.5309
2018,MDV,Maldives,constant,USD million,372.808
2018,MEX,Mexico,constant,USD million,31600.6229
2018,MKD,North Macedonia,constant,USD million,433.9011
2018,MLI,Mali,constant,USD million,144.2255
2018,MMR,Myanmar,constant,USD million,920.9777
2018,MNE,Montenegro,constant,USD million,578.1651
2018,MNG,Mongolia,constant,USD million,888.5413
2018,MOZ,Mozambique,constant,USD million,555.6404
2018,MRT,Mauritania,constant,USD million,337.8215
2018,MUS,Mauritius,constant,USD million,162.3306
2018,MWI,Malawi,constant,USD million,55.1632
2018,NER,Niger,constant,USD million,103.7833
2018,NGA,Nigeria,constant,USD million,1692.8983
2018,NIC,Nicaragua,constant,USD million,236.9159
2018,NPL,Nepal,constant,USD million,186.257
2018,PAK,Pakistan,constant,USD million,4598.2991
2018,PER,Peru,constant,USD million,2106.9735
2018,PHL,Philippines,constant,USD million,5040.5046
2018,PNG,Papua New Guinea,constant,USD million,177.5232
2018,PRY,Paraguay,constant,USD million,469.273
2018,RUS,Russian Federation,constant,USD million,53356.8315
2018,RWA,Rwanda,constant,USD million,85.1218
2018,SDN,Sudan,constant,USD million,415.0454
2018,SEN,Senegal,constant,USD million,559.2041
2018,SLB,Solomon Islands,constant,USD million,5.3651
2018,SLE,Sierra Leone,constant,USD million,42.9458
2018,SLV,El Salvador,constant,USD million,991.7101
2018,SOM,Somalia,constant,USD million,0.0
2018,SRB,Serbia,constant,USD million,2631.4059
2018,STP,Sao Tome and Principe,constant,USD million,3.0803
2018,SUR,Suriname,constant,USD million,233.814
2018,SWZ,Eswatini,constant,USD million,43.201
2018,SYR,Syrian Arab Republic,constant,USD million,0.0
2018,TCD,Chad,constant,USD million,162.0688
2018,TGO,Togo,constant,USD million,77.0565
2018,THA,Thailand,constant,USD million,1487.4264
2018,TJK,Tajikistan,constant,USD million,249.388
2018,TKM,Turkmenistan,constant,USD million,1697.9359
2018,TLS,Timor-Leste,constant,USD million,3.1681
2018,TON,Tonga,constant,USD million,9.5375
2018,TUN,Tunisia,constant,USD million,2197.309
2018,TUR,Turkiye,constant,USD million,19938.8034
2018,TZA,Tanzania,constant,USD million,972.6468
2018,UGA,Uganda,constant,USD million,320.6279
2018,UKR,Ukraine,constant,USD million,3884.7669
2018,UZB,Uzbekistan,constant,USD million,997.7639
2018,VCT,St. Vincent and the Grenadines,constant,USD million,36.3225
2018,VNM,Viet Nam,constant,USD million,3942.6757
2018,VUT,Vanuatu,constant,USD million,14.8596
2018,WSM,Samoa,constant,USD million,28.5487
2018,XKX,Kosovo,constant,USD million,29.2399
2018,YEM,"Yemen, Rep.",constant,USD million,142.8487
2018,ZAF,South Africa,constant,USD million,13895.4092
2018,ZMB,Zambia,constant,USD million,757.5015
2018,ZWE,Zimbabwe,constant,USD million,53.5713
2019,AFG,Afghanistan,constant,USD million,38.4068
2019,AGO,Angola,constant,USD million,13138.8521
2019,ALB,Albania,constant,USD million,301.9823
2019,ARG,Argentina,constant,USD million,38936.0
2019,ARM,Armenia,constant,USD million,714.9006
2019,AZE,Azerbaijan,constant,USD million,1704.8937
2019,BDI,Burundi,constant,USD million,21.7701
2019,BEN,Benin,constant,USD million,485.1173
2019,BFA,Burkina Faso,constant,USD million,121.129
2019,BGD,Bangladesh,constant,USD million,1676.8117
2019,BGR,Bulgaria,constant,USD million,443.6336
2019,BIH,Bosnia and Herzegovina,constant,USD million,422.5304
2019,BLR,Belarus,constant,USD million,3271.9771
2019,BLZ,Belize,constant,USD million,89.1037
2019,BOL,Bolivia,constant,USD million,730.7241
2019,BRA,Brazil,constant,USD million,40642.4235
2019,BTN,Bhutan,constant,USD million,54.3875
2019,BWA,Botswana,constant,USD million,175.838
2019,CAF,Central African Republic,constant,USD million,14.5857
2019,CHN,China,constant,USD million,29350.0242
2019,CIV,Cote d'Ivoire,constant,USD million,2407.2568
2019,CMR,Cameroon,constant,USD million,629.6224
2019,COD,"Congo, Dem. Rep.",constant,USD million,870.6583
2019,COG,"Congo, Rep.",constant,USD million,375.1532
2019,COL,Colombia,constant,USD million,8431.848
2019,COM,Comoros,constant,USD million,1.9935
2019,CPV,Cabo Verde,constant,USD million,57.4784
2019,CRI,Costa Rica,constant,USD million,1746.5834
2019,DJI,Djibouti,constant,USD million,62.6166
2019,DMA,Dominica,constant,USD million,23.1994
2019,DOM,Dominican Republic,constant,USD million,1982.3621
2019,DZA,Algeria,constant,USD million,120.9636
2019,ECU,Ecuador,constant,USD million,6064.5343
2019,EGY,"Egypt, Arab Rep.",constant,USD million,10795.3166
2019,ERI,Eritrea,constant,USD million,24.253
2019,ETH,Ethiopia,constant,USD million,2000.9464
2019,FJI,Fiji,constant,USD million,176.2872
2019,GAB,Gabon,constant,USD million,620.338
2019,GEO,Georgia,constant,USD million,533.5029
2019,GHA,Ghana,constant,USD million,2031.8988
2019,GIN,Guinea,constant,USD million,91.4208
2019,GMB,"Gambia, The",constant,USD million,34.4887
2019,GNB,Guinea-Bissau,constant,USD million,15.3699
2019,GRD,Grenada,constant,USD million,47.9132
2019,GTM,Guatemala,constant,USD million,736.2688
2019,GUY,Guyana,constant,USD million,75.5215
2019,HND,Honduras,constant,USD million,564.1216
2019,HTI,Haiti,constant,USD million,10.0133
2019,IDN,Indonesia,constant,USD million,19929.2089
2019,IND,India,constant,USD million,15651.3368
2019,IRN,"Iran, Islamic Rep.",constant,USD million,194.7383
2019,IRQ,Iraq,constant,USD million,1800.0763
2019,JAM,Jamaica,constant,USD million,1845.6337
2019,JOR,Jordan,constant,USD million,2005.8907
2019,KAZ,Kazakhstan,constant,USD million,2921.3016
2019,KEN,Kenya,constant,USD million,3355.3356
2019,KGZ,Kyrgyz Republic,constant,USD million,149.6545
2019,KHM,Cambodia,constant,USD million,280.4736
