year,iso_code,country,prices,units,value
2016,DJI,Djibouti,current,USD million,56.3365
2016,DMA,Dominica,current,USD million,25.3154
2016,DOM,Dominican Republic,current,USD million,1783.2708
2016,DZA,Algeria,current,USD million,165.8861
2016,ECU,Ecuador,current,USD million,3057.8396
2016,EGY,"Egypt, Arab Rep.",current,USD million,6130.7323
2016,ERI,Eritrea,current,USD million,26.8699
2016,ETH,Ethiopia,current,USD million,1168.1893
2016,FJI,Fiji,current,USD million,71.2673
2016,GAB,Gabon,current,USD million,366.1136
2016,GEO,Georgia,current,USD million,408.6895
2016,GHA,Ghana,current,USD million,1496.8642
2016,GIN,Guinea,current,USD million,56.3072
2016,GMB,"Gambia, The",current,USD million,35.0549
2016,GNB,Guinea-Bissau,current,USD million,5.3816
2016,GRD,Grenada,current,USD million,46.8016
2016,GTM,Guatemala,current,USD million,705.257
2016,GUY,Guyana,current,USD million,49.7021
2016,HND,Honduras,current,USD million,396.2054
2016,HTI,Haiti,current,USD million,86.3305
2016,IDN,Indonesia,current,USD million,15989.5986
2016,IND,India,current,USD million,22577.0055
2016,IRN,"Iran, Islamic Rep.",current,USD million,2021.2575
2016,IRQ,Iraq,current,USD million,1258.2326
2016,JAM,Jamaica,current,USD million,1744.5486
2016,JOR,Jordan,current,USD million,1847.9881
2016,KAZ,Kazakhstan,current,USD million,1230.8954
2016,KEN,Kenya,current,USD million,771.0701
2016,KGZ,Kyrgyz Republic,current,USD million,133.0455
2016,KHM,Cambodia,current,USD million,186.1554
2016,LAO,Lao PDR,current,USD million,374.2894
2016,LBN,Lebanon,current,USD million,4345.4131
2016,LBR,Liberia,current,USD million,4.6863
2016,LCA,St. Lucia,current,USD million,44.2878
2016,LKA,Sri Lanka,current,USD million,2110.372
2016,LSO,Lesotho,current,USD million,54.349
2016,MAR,Morocco,current,USD million,3029.2462
2016,MDA,Moldova,current,USD million,52.2371
2016,MDG,Madagascar,current,USD million,96.1663
2016,MDV,Maldives,current,USD million,97.6433
2016,MEX,Mexico,current,USD million,40791.4242
2016,MKD,North Macedonia,current,USD million,395.0884
2016,MLI,Mali,current,USD million,120.2779
2016,MMR,Myanmar,current,USD million,719.9052
2016,MNE,Montenegro,current,USD million,463.8131
2016,MNG,Mongolia,current,USD million,196.0038
2016,MOZ,Mozambique,current,USD million,319.1521
2016,MRT,Mauritania,current,USD million,247.5174
2016,MUS,Mauritius,current,USD million,138.7156
2016,MWI,Malawi,current,USD million,49.836
2016,NER,Niger,current,USD million,104.1958
2016,NGA,Nigeria,current,USD million,354.7706
2016,NIC,Nicaragua,current,USD million,162.9909
2016,NPL,Nepal,current,USD million,205.0231
2016,PAK,Pakistan,current,USD million,3749.8656
2016,PER,Peru,current,USD million,1856.1266
2016,PHL,Philippines,current,USD million,6510.364
2016,PNG,Papua New Guinea,current,USD million,98.1814
2016,PRY,Paraguay,current,USD million,410.6427
2016,RUS,Russian Federation,current,USD million,52305.1928
2016,RWA,Rwanda,current,USD million,64.755
2016,SDN,Sudan,current,USD million,282.4574
2016,SEN,Senegal,current,USD million,266.264
2016,SLB,Solomon Islands,current,USD million,7.6126
2016,SLE,Sierra Leone,current,USD million,32.1375
2016,SLV,El Salvador,current,USD million,969.6315
2016,SOM,Somalia,current,USD million,0.0
2016,SRB,Serbia,current,USD million,1618.1619
2016,STP,Sao Tome and Principe,current,USD million,1.7749
2016,SUR,Suriname,current,USD million,147.648
2016,SWZ,Eswatini,current,USD million,39.6477
2016,SYR,Syrian Arab Republic,current,USD million,0.0476
2016,TCD,Chad,current,USD million,161.3819
2016,TGO,Togo,current,USD million,65.2137
2016,THA,Thailand,current,USD million,797.8977
2016,TJK,Tajikistan,current,USD million,147.4025
2016,TKM,Turkmenistan,current,USD million,1497.1479
2016,TLS,Timor-Leste,current,USD million,0.81
2016,TON,Tonga,current,USD million,6.1807
2016,TUN,Tunisia,current,USD million,1657.7689
2016,TUR,Turkiye,current,USD million,12940.2036
2016,TZA,Tanzania,current,USD million,617.3875
2016,UGA,Uganda,current,USD million,101.5403
2016,UKR,Ukraine,current,USD million,3417.146
2016,UZB,Uzbekistan,current,USD million,432.0278
2016,VCT,St. Vincent and the Grenadines,current,USD million,30.6333
2016,VNM,Viet Nam,current,USD million,3661.4314
2016,VUT,Vanuatu,current,USD million,8.0504
2016,WSM,Samoa,current,USD million,21.3453
2016,XKX,Kosovo,current,USD million,29.2942
2016,YEM,"Yemen, Rep.",current,USD million,128.8456
2016,ZAF,South Africa,current,USD million,5692.0884
2016,ZMB,Zambia,current,USD million,547.9033
2016,ZWE,Zimbabwe,current,USD million,154.9068
2017,AFG,Afghanistan,current,USD million,30.5979
2017,AGO,Angola,current,USD million,8116.5089
2017,ALB,Albania,current,USD million,305.1964
2017,ARG,Argentina,current,USD million,30254.1087
2017,ARM,Armenia,current,USD million,230.4408
2017,AZE,Azerbaijan,current,USD million,1592.8188
2017,BDI,Burundi,current,USD million,10.6468
2017,BEN,Benin,current,USD million,86.7662
2017,BFA,Burkina Faso,current,USD million,115.8143
2017,BGD,Bangladesh,current,USD million,1487.3625
2017,BGR,Bulgaria,current,USD million,1659.2569
2017,BIH,Bosnia and Herzegovina,current,USD million,367.0707
2017,BLR,Belarus,current,USD million,2548.2907
2017,BLZ,Belize,current,USD million,85.9899
2017,BOL,Bolivia,current,USD million,580.6742
2017,BRA,Brazil,current,USD million,29913.4264
2017,BTN,Bhutan,current,USD million,75.5336
2017,BWA,Botswana,current,USD million,173.2076
2017,CAF,Central African Republic,current,USD million,18.431
2017,CHN,China,current,USD million,18795.2559
2017,CIV,Cote d'Ivoire,current,USD million,1747.0261
2017,CMR,Cameroon,current,USD million,415.0173
2017,COD,"Congo, Dem. Rep.",current,USD million,249.3732
2017,COG,"Congo, Rep.",current,USD million,406.1041
2017,COL,Colombia,current,USD million,10179.0665
2017,COM,Comoros,current,USD million,1.9604
2017,CPV,Cabo Verde,current,USD million,50.6959
2017,CRI,Costa Rica,current,USD million,1122.673
2017,DJI,Djibouti,current,USD million,60.7519
2017,DMA,Dominica,current,USD million,27.4712
2017,DOM,Dominican Republic,current,USD million,1523.5518
2017,DZA,Algeria,current,USD million,166.253
2017,ECU,Ecuador,current,USD million,4657.2594
2017,EGY,"Egypt, Arab Rep.",current,USD million,6150.1186
2017,ERI,Eritrea,current,USD million,26.919
2017,ETH,Ethiopia,current,USD million,1415.2639
2017,FJI,Fiji,current,USD million,56.7473
2017,GAB,Gabon,current,USD million,617.7964
2017,GEO,Georgia,current,USD million,609.1939
2017,GHA,Ghana,current,USD million,1783.2187
2017,GIN,Guinea,current,USD million,79.3947
2017,GMB,"Gambia, The",current,USD million,32.5184
2017,GNB,Guinea-Bissau,current,USD million,12.9149
2017,GRD,Grenada,current,USD million,54.7841
2017,GTM,Guatemala,current,USD million,833.2189
2017,GUY,Guyana,current,USD million,57.7363
2017,HND,Honduras,current,USD million,422.6604
2017,HTI,Haiti,current,USD million,10.4016
2017,IDN,Indonesia,current,USD million,18346.2133
2017,IND,India,current,USD million,14133.4573
2017,IRN,"Iran, Islamic Rep.",current,USD million,409.5645
2017,IRQ,Iraq,current,USD million,1392.3713
2017,JAM,Jamaica,current,USD million,1241.4521
2017,JOR,Jordan,current,USD million,939.4356
2017,KAZ,Kazakhstan,current,USD million,1913.0735
2017,KEN,Kenya,current,USD million,1173.9516
2017,KGZ,Kyrgyz Republic,current,USD million,132.4469
2017,KHM,Cambodia,current,USD million,212.2383
2017,LAO,Lao PDR,current,USD million,474.3866
2017,LBN,Lebanon,current,USD million,4791.3175
2017,LBR,Liberia,current,USD million,9.3351
2017,LCA,St. Lucia,current,USD million,42.4154
2017,LKA,Sri Lanka,current,USD million,3456.2332
2017,LSO,Lesotho,current,USD million,49.3584
2017,MAR,Morocco,current,USD million,3321.1087
2017,MDA,Moldova,current,USD million,69.4957
2017,MDG,Madagascar,current,USD million,114.4961
2017,MDV,Maldives,current,USD million,117.4203
2017,MEX,Mexico,current,USD million,36346.9382
2017,MKD,North Macedonia,current,USD million,374.3706
2017,MLI,Mali,current,USD million,144.8844
2017,MMR,Myanmar,current,USD million,624.7493
2017,MNE,Montenegro,current,USD million,292.9885
2017,MNG,Mongolia,current,USD million,285.2828
2017,MOZ,Mozambique,current,USD million,366.1907
2017,MRT,Mauritania,current,USD million,303.9575
2017,MUS,Mauritius,current,USD million,273.9604
2017,MWI,Malawi,current,USD million,48.2738
2017,NER,Niger,current,USD million,125.4635
2017,NGA,Nigeria,current,USD million,343.9811
2017,NIC,Nicaragua,current,USD million,199.3388
2017,NPL,Nepal,current,USD million,208.3597
2017,PAK,Pakistan,current,USD million,5952.5105
2017,PER,Peru,current,USD million,4714.6066
2017,PHL,Philippines,current,USD million,5264.4012
2017,PNG,Papua New Guinea,current,USD million,134.3116
2017,PRY,Paraguay,current,USD million,419.7494
2017,RUS,Russian Federation,current,USD million,27089.632
2017,RWA,Rwanda,current,USD million,73.3305
2017,SDN,Sudan,current,USD million,234.3387
2017,SEN,Senegal,current,USD million,439.673
2017,SLB,Solomon Islands,current,USD million,6.2328
2017,SLE,Sierra Leone,current,USD million,36.3686
2017,SLV,El Salvador,current,USD million,981.8596
2017,SOM,Somalia,current,USD million,0.0
2017,SRB,Serbia,current,USD million,2771.4028
2017,STP,Sao Tome and Principe,current,USD million,3.2643
2017,SUR,Suriname,current,USD million,132.3807
2017,SWZ,Eswatini,current,USD million,45.7274
2017,SYR,Syrian Arab Republic,current,USD million,0.3163
2017,TCD,Chad,current,USD million,166.1329
2017,TGO,Togo,current,USD million,74.6218
2017,THA,Thailand,current,USD million,798.2499
2017,TJK,Tajikistan,current,USD million,149.9916
2017,TKM,Turkmenistan,current,USD million,1705.0693
2017,TLS,Timor-Leste,current,USD million,1.731
2017,TON,Tonga,current,USD million,5.5735
2017,TUN,Tunisia,current,USD million,2233.534
2017,TUR,Turkiye,current,USD million,16736.9038
2017,TZA,Tanzania,current,USD million,702.1302
2017,UGA,Uganda,current,USD million,177.4914
2017,UKR,Ukraine,current,USD million,5046.2087
2017,UZB,Uzbekistan,current,USD million,458.8972
2017,VCT,St. Vincent and the Grenadines,current,USD million,32.574
2017,VNM,Viet Nam,current,USD million,3687.2576
2017,VUT,Vanuatu,current,USD million,8.5343
2017,WSM,Samoa,current,USD million,24.0073
2017,XKX,Kosovo,current,USD million,30.4528
2017,YEM,"Yemen, Rep.",current,USD million,78.892
2017,ZAF,South Africa,current,USD million,5532.9215
2017,ZMB,Zambia,current,USD million,578.6771
2017,ZWE,Zimbabwe,current,USD million,141.6187
2018,AFG,Afghanistan,current,USD million,32.6751
2018,AGO,Angola,current,USD million,9245.0897
2018,ALB,Albania,current,USD million,673.2397
2018,ARG,Argentina,current,USD million,26782.7963
2018,ARM,Armenia,current,USD million,299.9712
2018,AZE,Azerbaijan,current,USD million,2101.129
2018,BDI,Burundi,current,USD million,12.2449
2018,BEN,Benin,current,USD million,209.7206
2018,BFA,Burkina Faso,current,USD million,115.2492
2018,BGD,Bangladesh,current,USD million,1708.2759
2018,BGR,Bulgaria,current,USD million,569.3562
2018,BIH,Bosnia and Herzegovina,current,USD million,417.0905
2018,BLR,Belarus,current,USD million,4477.3621
2018,BLZ,Belize,current,USD million,85.565
2018,BOL,Bolivia,current,USD million,675.141
2018,BRA,Brazil,current,USD million,34112.183
2018,BTN,Bhutan,current,USD million,84.8126
2018,BWA,Botswana,current,USD million,175.1766
2018,CAF,Central African Republic,current,USD million,12.3381
2018,CHN,China,current,USD million,21426.3483
2018,CIV,Cote d'Ivoire,current,USD million,1108.6254
2018,CMR,Cameroon,current,USD million,604.1687
2018,COD,"Congo, Dem. Rep.",current,USD million,227.6588
2018,COG,"Congo, Rep.",current,USD million,467.2703
2018,COL,Colombia,current,USD million,10335.2112
2018,COM,Comoros,current,USD million,2.9068
2018,CPV,Cabo Verde,current,USD million,55.862
2018,CRI,Costa Rica,current,USD million,1584.2224
2018,DJI,Djibouti,current,USD million,59.4355
2018,DMA,Dominica,current,USD million,32.1173
2018,DOM,Dominican Republic,current,USD million,1720.1963
2018,DZA,Algeria,current,USD million,147.4837
2018,ECU,Ecuador,current,USD million,5440.3392
2018,EGY,"Egypt, Arab Rep.",current,USD million,7902.4972
2018,ERI,Eritrea,current,USD million,27.9926
2018,ETH,Ethiopia,current,USD million,1574.5358
2018,FJI,Fiji,current,USD million,65.4931
2018,GAB,Gabon,current,USD million,711.0795
2018,GEO,Georgia,current,USD million,466.7885
2018,GHA,Ghana,current,USD million,2402.999
2018,GIN,Guinea,current,USD million,110.6509
2018,GMB,"Gambia, The",current,USD million,38.3352
2018,GNB,Guinea-Bissau,current,USD million,15.2916
2018,GRD,Grenada,current,USD million,50.6989
2018,GTM,Guatemala,current,USD million,609.3424
2018,GUY,Guyana,current,USD million,77.0037
2018,HND,Honduras,current,USD million,523.4776
2018,HTI,Haiti,current,USD million,8.4356
2018,IDN,Indonesia,current,USD million,17521.3652
2018,IND,India,current,USD million,23631.2381
2018,IRN,"Iran, Islamic Rep.",current,USD million,155.8146
2018,IRQ,Iraq,current,USD million,1757.1044
2018,JAM,Jamaica,current,USD million,1046.9363
2018,JOR,Jordan,current,USD million,1095.1476
2018,KAZ,Kazakhstan,current,USD million,1493.6397
2018,KEN,Kenya,current,USD million,2311.875
2018,KGZ,Kyrgyz Republic,current,USD million,155.4293
2018,KHM,Cambodia,current,USD million,265.8087
2018,LAO,Lao PDR,current,USD million,639.5078
2018,LBN,Lebanon,current,USD million,4739.5096
2018,LBR,Liberia,current,USD million,12.2548
2018,LCA,St. Lucia,current,USD million,44.0309
2018,LKA,Sri Lanka,current,USD million,4436.6953
2018,LSO,Lesotho,current,USD million,58.9343
2018,MAR,Morocco,current,USD million,3069.7
2018,MDA,Moldova,current,USD million,111.2518
2018,MDG,Madagascar,current,USD million,100.816
2018,MDV,Maldives,current,USD million,388.4649
2018,MEX,Mexico,current,USD million,30949.6643
2018,MKD,North Macedonia,current,USD million,511.5482
2018,MLI,Mali,current,USD million,160.9695
2018,MMR,Myanmar,current,USD million,818.8305
2018,MNE,Montenegro,current,USD million,693.5136
2018,MNG,Mongolia,current,USD million,874.2593
2018,MOZ,Mozambique,current,USD million,462.9139
2018,MRT,Mauritania,current,USD million,362.1544
2018,MUS,Mauritius,current,USD million,177.4394
2018,MWI,Malawi,current,USD million,54.4661
2018,NER,Niger,current,USD million,115.5861
2018,NGA,Nigeria,current,USD million,1434.3116
2018,NIC,Nicaragua,current,USD million,228.7912
2018,NPL,Nepal,current,USD million,214.9252
2018,PAK,Pakistan,current,USD million,4727.4548
2018,PER,Peru,current,USD million,2244.5325
2018,PHL,Philippines,current,USD million,4682.2815
2018,PNG,Papua New Guinea,current,USD million,180.899
2018,PRY,Paraguay,current,USD million,462.1974
2018,RUS,Russian Federation,current,USD million,61980.7697
2018,RWA,Rwanda,current,USD million,80.2989
2018,SDN,Sudan,current,USD million,208.5745
2018,SEN,Senegal,current,USD million,599.6137
2018,SLB,Solomon Islands,current,USD million,5.9257
2018,SLE,Sierra Leone,current,USD million,36.1346
2018,SLV,El Salvador,current,USD million,1025.1495
2018,SOM,Somalia,current,USD million,0.0
2018,SRB,Serbia,current,USD million,3047.8427
2018,STP,Sao Tome and Principe,current,USD million,3.9806
2018,SUR,Suriname,current,USD million,179.8339
2018,SWZ,Eswatini,current,USD million,47.0301
2018,SYR,Syrian Arab Republic,current,USD million,19.7765
2018,TCD,Chad,current,USD million,176.3051
2018,TGO,Togo,current,USD million,81.6972
2018,THA,Thailand,current,USD million,1672.4785
2018,TJK,Tajikistan,current,USD million,199.9944
2018,TKM,Turkmenistan,current,USD million,1800.6244
2018,TLS,Timor-Leste,current,USD million,3.162
2018,TON,Tonga,current,USD million,9.5052
2018,TUN,Tunisia,current,USD million,1931.2126
2018,TUR,Turkiye,current,USD million,15734.168
2018,TZA,Tanzania,current,USD million,920.2856
2018,UGA,Uganda,current,USD million,321.667
2018,UKR,Ukraine,current,USD million,5156.8513
2018,UZB,Uzbekistan,current,USD million,525.9291
2018,VCT,St. Vincent and the Grenadines,current,USD million,37.3897
2018,VNM,Viet Nam,current,USD million,4134.5517
2018,VUT,Vanuatu,current,USD million,16.2004
2018,WSM,Samoa,current,USD million,27.9575
2018,XKX,Kosovo,current,USD million,31.9835
2018,YEM,"Yemen, Rep.",current,USD million,83.895
2018,ZAF,South Africa,current,USD million,15701.2533
2018,ZMB,Zambia,current,USD million,839.5403
2018,ZWE,Zimbabwe,current,USD million,89.3744
2019,AFG,Afghanistan,current,USD million,32.78
2019,AGO,Angola,current,USD million,10026.0942
2019,ALB,Albania,current,USD million,358.5347
2019,ARG,Argentina,current,USD million,28179.5379
2019,ARM,Armenia,current,USD million,756.1922
2019,AZE,Azerbaijan,current,USD million,1535.0761
2019,BDI,Burundi,current,USD million,20.4351
2019,BEN,Benin,current,USD million,492.3392
2019,BFA,Burkina Faso,current,USD million,129.6788
2019,BGD,Bangladesh,current,USD million,1906.6173
2019,BGR,Bulgaria,current,USD million,532.3007
2019,BIH,Bosnia and Herzegovina,current,USD million,463.3445
2019,BLR,Belarus,current,USD million,3578.2026
2019,BLZ,Belize,current,USD million,93.6814
2019,BOL,Bolivia,current,USD million,782.4048
2019,BRA,Brazil,current,USD million,41889.996
2019,BTN,Bhutan,current,USD million,54.33
2019,BWA,Botswana,current,USD million,181.0876
2019,CAF,Central African Republic,current,USD million,16.7371
2019,CHN,China,current,USD million,29302.393
2019,CIV,Cote d'Ivoire,current,USD million,2463.2608
2019,CMR,Cameroon,current,USD million,666.2905
2019,COD,"Congo, Dem. Rep.",current,USD million,968.1122
2019,COG,"Congo, Rep.",current,USD million,497.6501
2019,COL,Colombia,current,USD million,8475.1221
2019,COM,Comoros,current,USD million,2.1671
2019,CPV,Cabo Verde,current,USD million,60.5976
2019,CRI,Costa Rica,current,USD million,1747.386
2019,DJI,Djibouti,current,USD million,63.8732
2019,DMA,Dominica,current,USD million,25.0365
2019,DOM,Dominican Republic,current,USD million,1974.2184
2019,DZA,Algeria,current,USD million,115.5269
2019,ECU,Ecuador,current,USD million,6301.8065
2019,EGY,"Egypt, Arab Rep.",current,USD million,8110.2748
2019,ERI,Eritrea,current,USD million,21.0233
2019,ETH,Ethiopia,current,USD million,2101.5485
2019,FJI,Fiji,current,USD million,184.0108
2019,GAB,Gabon,current,USD million,675.131
2019,GEO,Georgia,current,USD million,508.5738
2019,GHA,Ghana,current,USD million,2222.0305
2019,GIN,Guinea,current,USD million,101.8244
2019,GMB,"Gambia, The",current,USD million,37.7648
2019,GNB,Guinea-Bissau,current,USD million,16.5665
2019,GRD,Grenada,current,USD million,51.217
2019,GTM,Guatemala,current,USD million,802.5033
2019,GUY,Guyana,current,USD million,77.0515
2019,HND,Honduras,current,USD million,581.0899
2019,HTI,Haiti,current,USD million,9.57
2019,IDN,Indonesia,current,USD million,21254.2971
2019,IND,India,current,USD million,16503.4029
2019,IRN,"Iran, Islamic Rep.",current,USD million,108.3375
2019,IRQ,Iraq,current,USD million,1919.5339
2019,JAM,Jamaica,current,USD million,1961.9428
2019,JOR,Jordan,current,USD million,2134.3961
2019,KAZ,Kazakhstan,current,USD million,2523.7414
2019,KEN,Kenya,current,USD million,3980.7702
2019,KGZ,Kyrgyz Republic,current,USD million,177.5929
2019,KHM,Cambodia,current,USD million,310.2789
2019,LAO,Lao PDR,current,USD million,771.3273
2019,LBN,Lebanon,current,USD million,5058.8546
2019,LBR,Liberia,current,USD million,12.7465
2019,LCA,St. Lucia,current,USD million,45.8995
2019,LKA,Sri Lanka,current,USD million,4965.9977
2019,LSO,Lesotho,current,USD million,61.0456
2019,MAR,Morocco,current,USD million,3060.6488
2019,MDA,Moldova,current,USD million,124.2558
2019,MDG,Madagascar,current,USD million,96.9635
2019,MDV,Maldives,current,USD million,411.4888
2019,MEX,Mexico,current,USD million,42292.1822
2019,MKD,North Macedonia,current,USD million,334.5648
2019,MLI,Mali,current,USD million,188.3272
2019,MMR,Myanmar,current,USD million,630.5388
2019,MNE,Montenegro,current,USD million,547.7681
2019,MNG,Mongolia,current,USD million,479.7284
2019,MOZ,Mozambique,current,USD million,618.246
2019,MRT,Mauritania,current,USD million,354.7592
2019,MUS,Mauritius,current,USD million,188.3143
2019,MWI,Malawi,current,USD million,79.0132
2019,NER,Niger,current,USD million,128.5766
2019,NGA,Nigeria,current,USD million,1391.0229
