year,iso_code,country,debt_type,prices,units,value
2018,NIC,Nicaragua,Multilateral,constant,USD million,515.6843
2018,NPL,Nepal,Multilateral,constant,USD million,12.3596
2018,PAK,Pakistan,Multilateral,constant,USD million,1705.047
2018,PER,Peru,Multilateral,constant,USD million,429.4708
2018,PHL,Philippines,Multilateral,constant,USD million,1826.8449
2018,PNG,Papua New Guinea,Multilateral,constant,USD million,409.7738
2018,PRY,Paraguay,Multilateral,constant,USD million,414.3829
2018,RUS,Russian Federation,Multilateral,constant,USD million,20.3017
2018,RWA,Rwanda,Multilateral,constant,USD million,77.2243
2018,SDN,Sudan,Multilateral,constant,USD million,36.1093
2018,SEN,Senegal,Multilateral,constant,USD million,152.8365
2018,SLE,Sierra Leone,Multilateral,constant,USD million,10.4796
2018,SLV,El Salvador,Multilateral,constant,USD million,551.4726
2018,SRB,Serbia,Multilateral,constant,USD million,575.2177
2018,SUR,Suriname,Multilateral,constant,USD million,42.626
2018,SWZ,Eswatini,Multilateral,constant,USD million,34.3305
2018,SYR,Syrian Arab Republic,Multilateral,constant,USD million,0.0
2018,TGO,Togo,Multilateral,constant,USD million,36.5834
2018,THA,Thailand,Multilateral,constant,USD million,80.7627
2018,TJK,Tajikistan,Multilateral,constant,USD million,93.4421
2018,TKM,Turkmenistan,Multilateral,constant,USD million,2.678
2018,TLS,Timor-Leste,Multilateral,constant,USD million,36.5981
2018,TON,Tonga,Multilateral,constant,USD million,0.6146
2018,TUN,Tunisia,Multilateral,constant,USD million,1586.5824
2018,TUR,Turkiye,Multilateral,constant,USD million,3225.3953
2018,TZA,Tanzania,Multilateral,constant,USD million,214.1221
2018,UGA,Uganda,Multilateral,constant,USD million,81.5276
2018,UKR,Ukraine,Multilateral,constant,USD million,299.2683
2018,UZB,Uzbekistan,Multilateral,constant,USD million,2925.0968
2018,VCT,St. Vincent and the Grenadines,Multilateral,constant,USD million,8.4604
2018,VNM,Viet Nam,Multilateral,constant,USD million,1136.6308
2018,WSM,Samoa,Multilateral,constant,USD million,1.1559
2018,XKX,Kosovo,Multilateral,constant,USD million,22.2238
2018,YEM,"Yemen, Rep.",Multilateral,constant,USD million,33.1029
2018,ZAF,South Africa,Multilateral,constant,USD million,208.5295
2018,ZMB,Zambia,Multilateral,constant,USD million,128.9968
