year,iso_code,country,debt_type,prices,units,value
2016,KHM,Cambodia,Bilateral,constant,USD million,274.1131
2016,LAO,Lao PDR,Bilateral,constant,USD million,510.2498
2016,LBN,Lebanon,Bilateral,constant,USD million,42.9202
2016,LKA,Sri Lanka,Bilateral,constant,USD million,601.3783
2016,LSO,Lesotho,Bilateral,constant,USD million,19.5009
2016,MAR,Morocco,Bilateral,constant,USD million,931.5232
2016,MDA,Moldova,Bilateral,constant,USD million,66.3579
2016,MDV,Maldives,Bilateral,constant,USD million,319.1314
2016,MEX,Mexico,Bilateral,constant,USD million,442.6443
2016,MKD,North Macedonia,Bilateral,constant,USD million,126.4106
2016,MLI,Mali,Bilateral,constant,USD million,73.1498
2016,MMR,Myanmar,Bilateral,constant,USD million,87.2534
2016,MNE,Montenegro,Bilateral,constant,USD million,35.9582
2016,MNG,Mongolia,Bilateral,constant,USD million,87.4359
2016,MOZ,Mozambique,Bilateral,constant,USD million,329.6683
2016,MRT,Mauritania,Bilateral,constant,USD million,76.8177
2016,MUS,Mauritius,Bilateral,constant,USD million,27.4949
2016,MWI,Malawi,Bilateral,constant,USD million,9.475
2016,NER,Niger,Bilateral,constant,USD million,59.827
2016,NGA,Nigeria,Bilateral,constant,USD million,263.8863
2016,NIC,Nicaragua,Bilateral,constant,USD million,3.2981
2016,NPL,Nepal,Bilateral,constant,USD million,18.7
2016,PAK,Pakistan,Bilateral,constant,USD million,2094.4227
2016,PER,Peru,Bilateral,constant,USD million,37.6421
2016,PHL,Philippines,Bilateral,constant,USD million,23.7768
2016,PNG,Papua New Guinea,Bilateral,constant,USD million,150.5681
2016,RWA,Rwanda,Bilateral,constant,USD million,29.8704
2016,SDN,Sudan,Bilateral,constant,USD million,77.8025
2016,SEN,Senegal,Bilateral,constant,USD million,557.4965
2016,SLE,Sierra Leone,Bilateral,constant,USD million,19.6443
2016,SLV,El Salvador,Bilateral,constant,USD million,32.0717
2016,SRB,Serbia,Bilateral,constant,USD million,567.5589
2016,SUR,Suriname,Bilateral,constant,USD million,12.1849
2016,SWZ,Eswatini,Bilateral,constant,USD million,69.0323
2016,TCD,Chad,Bilateral,constant,USD million,77.7656
2016,TGO,Togo,Bilateral,constant,USD million,103.226
2016,THA,Thailand,Bilateral,constant,USD million,325.1707
2016,TJK,Tajikistan,Bilateral,constant,USD million,222.556
2016,TKM,Turkmenistan,Bilateral,constant,USD million,2215.5115
2016,TUN,Tunisia,Bilateral,constant,USD million,230.8133
2016,TUR,Turkiye,Bilateral,constant,USD million,161.5842
2016,TZA,Tanzania,Bilateral,constant,USD million,231.8024
2016,UGA,Uganda,Bilateral,constant,USD million,369.6829
2016,UKR,Ukraine,Bilateral,constant,USD million,149.631
2016,UZB,Uzbekistan,Bilateral,constant,USD million,378.8124
2016,VNM,Viet Nam,Bilateral,constant,USD million,1286.4326
2016,VUT,Vanuatu,Bilateral,constant,USD million,28.5121
2016,WSM,Samoa,Bilateral,constant,USD million,9.9297
2016,XKX,Kosovo,Bilateral,constant,USD million,23.9371
2016,ZAF,South Africa,Bilateral,constant,USD million,104.2686
2016,ZMB,Zambia,Bilateral,constant,USD million,625.7424
2016,ZWE,Zimbabwe,Bilateral,constant,USD million,189.6487
2017,AGO,Angola,Bilateral,constant,USD million,489.3922
2017,ALB,Albania,Bilateral,constant,USD million,35.0819
2017,ARG,Argentina,Bilateral,constant,USD million,1077.7344
2017,ARM,Armenia,Bilateral,constant,USD million,303.4079
2017,AZE,Azerbaijan,Bilateral,constant,USD million,35.6648
2017,BEN,Benin,Bilateral,constant,USD million,38.7033
2017,BFA,Burkina Faso,Bilateral,constant,USD million,0.2967
2017,BGD,Bangladesh,Bilateral,constant,USD million,919.9299
2017,BGR,Bulgaria,Bilateral,constant,USD million,102.399
2017,BIH,Bosnia and Herzegovina,Bilateral,constant,USD million,62.312
2017,BLR,Belarus,Bilateral,constant,USD million,1981.7137
2017,BLZ,Belize,Bilateral,constant,USD million,15.0513
2017,BOL,Bolivia,Bilateral,constant,USD million,262.3138
2017,BRA,Brazil,Bilateral,constant,USD million,7077.8591
2017,BTN,Bhutan,Bilateral,constant,USD million,157.5981
2017,CHN,China,Bilateral,constant,USD million,145.1472
2017,CIV,Cote d'Ivoire,Bilateral,constant,USD million,549.951
2017,CMR,Cameroon,Bilateral,constant,USD million,821.3397
2017,COD,"Congo, Dem. Rep.",Bilateral,constant,USD million,2.5393
2017,COG,"Congo, Rep.",Bilateral,constant,USD million,323.1473
2017,COL,Colombia,Bilateral,constant,USD million,351.0724
2017,CPV,Cabo Verde,Bilateral,constant,USD million,43.5316
2017,DJI,Djibouti,Bilateral,constant,USD million,286.3519
2017,DOM,Dominican Republic,Bilateral,constant,USD million,37.1346
2017,DZA,Algeria,Bilateral,constant,USD million,0.5691
2017,ECU,Ecuador,Bilateral,constant,USD million,717.4967
2017,EGY,"Egypt, Arab Rep.",Bilateral,constant,USD million,5317.2639
2017,ERI,Eritrea,Bilateral,constant,USD million,3.9765
2017,ETH,Ethiopia,Bilateral,constant,USD million,851.3155
2017,FJI,Fiji,Bilateral,constant,USD million,0.8968
2017,GAB,Gabon,Bilateral,constant,USD million,14.5249
2017,GEO,Georgia,Bilateral,constant,USD million,34.9173
2017,GHA,Ghana,Bilateral,constant,USD million,213.0168
2017,GIN,Guinea,Bilateral,constant,USD million,20.4956
2017,GMB,"Gambia, The",Bilateral,constant,USD million,3.8563
2017,GNB,Guinea-Bissau,Bilateral,constant,USD million,2.8954
2017,GRD,Grenada,Bilateral,constant,USD million,2.6086
2017,GUY,Guyana,Bilateral,constant,USD million,43.0512
2017,HND,Honduras,Bilateral,constant,USD million,2.3938
2017,IDN,Indonesia,Bilateral,constant,USD million,926.2148
2017,IND,India,Bilateral,constant,USD million,798.2529
2017,IRN,"Iran, Islamic Rep.",Bilateral,constant,USD million,93.1533
2017,IRQ,Iraq,Bilateral,constant,USD million,1603.4698
2017,JAM,Jamaica,Bilateral,constant,USD million,72.8662
2017,JOR,Jordan,Bilateral,constant,USD million,255.1608
2017,KAZ,Kazakhstan,Bilateral,constant,USD million,751.5811
2017,KEN,Kenya,Bilateral,constant,USD million,2131.9208
2017,KGZ,Kyrgyz Republic,Bilateral,constant,USD million,158.4353
2017,KHM,Cambodia,Bilateral,constant,USD million,310.6039
2017,LAO,Lao PDR,Bilateral,constant,USD million,437.5224
2017,LBN,Lebanon,Bilateral,constant,USD million,48.8413
2017,LBR,Liberia,Bilateral,constant,USD million,16.8764
2017,LKA,Sri Lanka,Bilateral,constant,USD million,855.2295
2017,LSO,Lesotho,Bilateral,constant,USD million,2.0229
2017,MAR,Morocco,Bilateral,constant,USD million,684.0644
2017,MDA,Moldova,Bilateral,constant,USD million,89.8187
2017,MDV,Maldives,Bilateral,constant,USD million,97.5178
2017,MEX,Mexico,Bilateral,constant,USD million,561.7919
2017,MKD,North Macedonia,Bilateral,constant,USD million,77.9774
2017,MLI,Mali,Bilateral,constant,USD million,27.3197
2017,MMR,Myanmar,Bilateral,constant,USD million,30.3891
2017,MNE,Montenegro,Bilateral,constant,USD million,194.2236
2017,MNG,Mongolia,Bilateral,constant,USD million,102.8157
2017,MOZ,Mozambique,Bilateral,constant,USD million,381.6612
2017,MRT,Mauritania,Bilateral,constant,USD million,37.4674
2017,MUS,Mauritius,Bilateral,constant,USD million,14.6439
2017,MWI,Malawi,Bilateral,constant,USD million,3.5818
2017,NER,Niger,Bilateral,constant,USD million,47.6635
2017,NGA,Nigeria,Bilateral,constant,USD million,466.8431
2017,NIC,Nicaragua,Bilateral,constant,USD million,0.738
2017,NPL,Nepal,Bilateral,constant,USD million,17.2691
2017,PAK,Pakistan,Bilateral,constant,USD million,3204.0451
2017,PER,Peru,Bilateral,constant,USD million,114.7148
2017,PHL,Philippines,Bilateral,constant,USD million,9.9499
2017,PNG,Papua New Guinea,Bilateral,constant,USD million,125.519
2017,PRY,Paraguay,Bilateral,constant,USD million,6.6294
2017,RWA,Rwanda,Bilateral,constant,USD million,29.708
2017,SDN,Sudan,Bilateral,constant,USD million,57.163
2017,SEN,Senegal,Bilateral,constant,USD million,330.6762
2017,SLE,Sierra Leone,Bilateral,constant,USD million,7.8907
2017,SLV,El Salvador,Bilateral,constant,USD million,13.8034
2017,SRB,Serbia,Bilateral,constant,USD million,577.5809
2017,SUR,Suriname,Bilateral,constant,USD million,98.9592
2017,SWZ,Eswatini,Bilateral,constant,USD million,33.0609
2017,TGO,Togo,Bilateral,constant,USD million,45.7992
2017,THA,Thailand,Bilateral,constant,USD million,6.742
2017,TJK,Tajikistan,Bilateral,constant,USD million,136.3443
2017,TKM,Turkmenistan,Bilateral,constant,USD million,1255.3959
2017,TUN,Tunisia,Bilateral,constant,USD million,227.1849
2017,TUR,Turkiye,Bilateral,constant,USD million,913.4251
2017,TZA,Tanzania,Bilateral,constant,USD million,230.7653
2017,UGA,Uganda,Bilateral,constant,USD million,617.6829
2017,UKR,Ukraine,Bilateral,constant,USD million,243.0764
2017,UZB,Uzbekistan,Bilateral,constant,USD million,393.9732
2017,VCT,St. Vincent and the Grenadines,Bilateral,constant,USD million,9.9877
2017,VNM,Viet Nam,Bilateral,constant,USD million,1472.6389
2017,VUT,Vanuatu,Bilateral,constant,USD million,20.0482
2017,WSM,Samoa,Bilateral,constant,USD million,4.7205
2017,XKX,Kosovo,Bilateral,constant,USD million,13.8807
2017,ZAF,South Africa,Bilateral,constant,USD million,981.324
2017,ZMB,Zambia,Bilateral,constant,USD million,368.3767
2017,ZWE,Zimbabwe,Bilateral,constant,USD million,76.0967
2018,AGO,Angola,Bilateral,constant,USD million,2463.0433
2018,ALB,Albania,Bilateral,constant,USD million,29.8841
2018,ARG,Argentina,Bilateral,constant,USD million,501.8635
2018,ARM,Armenia,Bilateral,constant,USD million,170.3585
2018,AZE,Azerbaijan,Bilateral,constant,USD million,48.164
2018,BEN,Benin,Bilateral,constant,USD million,48.7913
2018,BFA,Burkina Faso,Bilateral,constant,USD million,30.4053
2018,BGD,Bangladesh,Bilateral,constant,USD million,2648.2629
2018,BIH,Bosnia and Herzegovina,Bilateral,constant,USD million,24.3875
2018,BLR,Belarus,Bilateral,constant,USD million,1650.4727
2018,BLZ,Belize,Bilateral,constant,USD million,22.0022
2018,BOL,Bolivia,Bilateral,constant,USD million,219.8962
2018,BRA,Brazil,Bilateral,constant,USD million,1984.8886
2018,BTN,Bhutan,Bilateral,constant,USD million,106.1956
2018,CHN,China,Bilateral,constant,USD million,578.9782
2018,CIV,Cote d'Ivoire,Bilateral,constant,USD million,370.9819
2018,CMR,Cameroon,Bilateral,constant,USD million,380.8111
2018,COD,"Congo, Dem. Rep.",Bilateral,constant,USD million,57.0364
2018,COG,"Congo, Rep.",Bilateral,constant,USD million,31.1999
2018,COL,Colombia,Bilateral,constant,USD million,1136.0798
2018,CPV,Cabo Verde,Bilateral,constant,USD million,6.8459
2018,CRI,Costa Rica,Bilateral,constant,USD million,0.2046
2018,DJI,Djibouti,Bilateral,constant,USD million,53.0394
2018,DOM,Dominican Republic,Bilateral,constant,USD million,4.7939
2018,ECU,Ecuador,Bilateral,constant,USD million,949.0959
2018,EGY,"Egypt, Arab Rep.",Bilateral,constant,USD million,5499.0826
2018,ERI,Eritrea,Bilateral,constant,USD million,2.9236
2018,ETH,Ethiopia,Bilateral,constant,USD million,393.3267
2018,FJI,Fiji,Bilateral,constant,USD million,0.768
2018,GAB,Gabon,Bilateral,constant,USD million,154.8441
2018,GEO,Georgia,Bilateral,constant,USD million,72.8436
2018,GHA,Ghana,Bilateral,constant,USD million,68.8317
2018,GIN,Guinea,Bilateral,constant,USD million,38.4936
2018,GMB,"Gambia, The",Bilateral,constant,USD million,3.0533
2018,GRD,Grenada,Bilateral,constant,USD million,0.4528
2018,GUY,Guyana,Bilateral,constant,USD million,48.9237
2018,IDN,Indonesia,Bilateral,constant,USD million,2082.6269
2018,IND,India,Bilateral,constant,USD million,1116.0296
2018,IRQ,Iraq,Bilateral,constant,USD million,1013.6095
2018,JAM,Jamaica,Bilateral,constant,USD million,92.2098
2018,JOR,Jordan,Bilateral,constant,USD million,252.3139
2018,KAZ,Kazakhstan,Bilateral,constant,USD million,380.1465
2018,KEN,Kenya,Bilateral,constant,USD million,1192.7543
2018,KGZ,Kyrgyz Republic,Bilateral,constant,USD million,41.0333
2018,KHM,Cambodia,Bilateral,constant,USD million,302.739
2018,LAO,Lao PDR,Bilateral,constant,USD million,1000.3026
2018,LBN,Lebanon,Bilateral,constant,USD million,34.2981
2018,LBR,Liberia,Bilateral,constant,USD million,37.8043
2018,LKA,Sri Lanka,Bilateral,constant,USD million,533.2663
2018,MAR,Morocco,Bilateral,constant,USD million,247.1825
2018,MDG,Madagascar,Bilateral,constant,USD million,41.0949
2018,MDV,Maldives,Bilateral,constant,USD million,428.789
2018,MEX,Mexico,Bilateral,constant,USD million,179.9332
2018,MKD,North Macedonia,Bilateral,constant,USD million,52.9051
2018,MLI,Mali,Bilateral,constant,USD million,27.8695
2018,MMR,Myanmar,Bilateral,constant,USD million,70.9743
2018,MNE,Montenegro,Bilateral,constant,USD million,190.5907
2018,MNG,Mongolia,Bilateral,constant,USD million,193.6918
2018,MOZ,Mozambique,Bilateral,constant,USD million,255.73
2018,MRT,Mauritania,Bilateral,constant,USD million,84.9243
2018,MUS,Mauritius,Bilateral,constant,USD million,48.4165
2018,MWI,Malawi,Bilateral,constant,USD million,27.5495
2018,NER,Niger,Bilateral,constant,USD million,64.4596
2018,NGA,Nigeria,Bilateral,constant,USD million,831.4609
2018,NIC,Nicaragua,Bilateral,constant,USD million,2.0363
2018,NPL,Nepal,Bilateral,constant,USD million,68.1274
2018,PAK,Pakistan,Bilateral,constant,USD million,6933.2905
2018,PER,Peru,Bilateral,constant,USD million,92.3628
2018,PHL,Philippines,Bilateral,constant,USD million,156.0968
2018,PNG,Papua New Guinea,Bilateral,constant,USD million,84.9573
2018,PRY,Paraguay,Bilateral,constant,USD million,10.8618
2018,RWA,Rwanda,Bilateral,constant,USD million,22.7107
2018,SDN,Sudan,Bilateral,constant,USD million,89.9906
2018,SEN,Senegal,Bilateral,constant,USD million,402.4831
2018,SLE,Sierra Leone,Bilateral,constant,USD million,16.2914
2018,SLV,El Salvador,Bilateral,constant,USD million,1.0479
2018,SRB,Serbia,Bilateral,constant,USD million,716.4727
2018,SUR,Suriname,Bilateral,constant,USD million,133.9943
2018,SWZ,Eswatini,Bilateral,constant,USD million,68.5723
2018,TGO,Togo,Bilateral,constant,USD million,21.649
2018,THA,Thailand,Bilateral,constant,USD million,0.9748
2018,TJK,Tajikistan,Bilateral,constant,USD million,5.6815
2018,TKM,Turkmenistan,Bilateral,constant,USD million,824.8912
2018,TUN,Tunisia,Bilateral,constant,USD million,222.4972
2018,TUR,Turkiye,Bilateral,constant,USD million,837.4929
2018,TZA,Tanzania,Bilateral,constant,USD million,165.5749
2018,UGA,Uganda,Bilateral,constant,USD million,603.7462
2018,UKR,Ukraine,Bilateral,constant,USD million,22.5996
2018,UZB,Uzbekistan,Bilateral,constant,USD million,1075.2613
2018,VCT,St. Vincent and the Grenadines,Bilateral,constant,USD million,9.0407
2018,VNM,Viet Nam,Bilateral,constant,USD million,778.4271
2018,VUT,Vanuatu,Bilateral,constant,USD million,1.8049
2018,WSM,Samoa,Bilateral,constant,USD million,14.0721
2018,XKX,Kosovo,Bilateral,constant,USD million,0.267
2018,ZAF,South Africa,Bilateral,constant,USD million,378.8823
2018,ZMB,Zambia,Bilateral,constant,USD million,537.3246
2018,ZWE,Zimbabwe,Bilateral,constant,USD million,168.9036
2019,AGO,Angola,Bilateral,constant,USD million,460.2862
2019,ALB,Albania,Bilateral,constant,USD million,37.6004
2019,ARG,Argentina,Bilateral,constant,USD million,701.0138
2019,ARM,Armenia,Bilateral,constant,USD million,169.1447
2019,AZE,Azerbaijan,Bilateral,constant,USD million,382.054
2019,BEN,Benin,Bilateral,constant,USD million,11.9258
2019,BFA,Burkina Faso,Bilateral,constant,USD million,21.2232
2019,BGD,Bangladesh,Bilateral,constant,USD million,1230.2712
2019,BIH,Bosnia and Herzegovina,Bilateral,constant,USD million,23.5164
2019,BLR,Belarus,Bilateral,constant,USD million,1547.5799
2019,BLZ,Belize,Bilateral,constant,USD million,20.7531
2019,BOL,Bolivia,Bilateral,constant,USD million,308.3009
2019,BRA,Brazil,Bilateral,constant,USD million,1496.7365
2019,BTN,Bhutan,Bilateral,constant,USD million,95.2391
2019,CAF,Central African Republic,Bilateral,constant,USD million,0.7869
2019,CHN,China,Bilateral,constant,USD million,259.2701
2019,CIV,Cote d'Ivoire,Bilateral,constant,USD million,603.1226
2019,CMR,Cameroon,Bilateral,constant,USD million,658.4592
2019,COD,"Congo, Dem. Rep.",Bilateral,constant,USD million,101.1637
2019,COG,"Congo, Rep.",Bilateral,constant,USD million,194.9672
2019,COL,Colombia,Bilateral,constant,USD million,7.6657
2019,CPV,Cabo Verde,Bilateral,constant,USD million,3.4345
2019,DJI,Djibouti,Bilateral,constant,USD million,15.7743
2019,DOM,Dominican Republic,Bilateral,constant,USD million,15.219
2019,ECU,Ecuador,Bilateral,constant,USD million,646.8341
2019,EGY,"Egypt, Arab Rep.",Bilateral,constant,USD million,2764.5909
2019,ERI,Eritrea,Bilateral,constant,USD million,1.5142
2019,ETH,Ethiopia,Bilateral,constant,USD million,428.3749
2019,GAB,Gabon,Bilateral,constant,USD million,113.9965
2019,GEO,Georgia,Bilateral,constant,USD million,14.225
2019,GHA,Ghana,Bilateral,constant,USD million,247.3053
2019,GIN,Guinea,Bilateral,constant,USD million,629.0629
2019,GMB,"Gambia, The",Bilateral,constant,USD million,33.4267
2019,GRD,Grenada,Bilateral,constant,USD million,2.8926
2019,GUY,Guyana,Bilateral,constant,USD million,37.8903
2019,HND,Honduras,Bilateral,constant,USD million,291.2398
2019,IDN,Indonesia,Bilateral,constant,USD million,395.2047
2019,IND,India,Bilateral,constant,USD million,900.1683
2019,IRQ,Iraq,Bilateral,constant,USD million,242.1959
2019,JAM,Jamaica,Bilateral,constant,USD million,43.6963
2019,JOR,Jordan,Bilateral,constant,USD million,226.2444
2019,KAZ,Kazakhstan,Bilateral,constant,USD million,402.9541
2019,KEN,Kenya,Bilateral,constant,USD million,753.6537
2019,KGZ,Kyrgyz Republic,Bilateral,constant,USD million,80.9339
2019,KHM,Cambodia,Bilateral,constant,USD million,360.0251
